Cells,Value,Error
3.43,6.37E-03,0.04
10.32,9.72E-03,0.04
17.15,5.50E-03,0.04
23.95,2.44E-03,0.04
30.8,9.47E-04,0.045
41.85,1.65E-04,0.045
46.85,6.64E-05,0.045
53.8,3.76E-05,0.05
60.55,1.71E-05,0.05
67.4,6.82E-06,0.05
74.4,2.68E-06,0.055
81.1,1.12E-06,0.055
87.75,3.66E-07,0.065
92.15,1.71E-07,0.085
