Cells,Value,Error
3.43,3.02E-04,0.035
10.32,6.42E-05,0.036
17.15,1.80E-05,0.04
23.95,5.85E-06,0.045
30.8,2.02E-06,0.045
41.85,4.57E-07,0.05
46.85,2.00E-07,0.08
53.8,6.15E-08,0.08
60.55,2.74E-08,0.09
67.4,8.84E-09,0.08
74.4,3.58E-09,0.10
81.1,1.27E-09,0.12
87.75,6.01E-10,0.15
92.15,3.64E-10,0.15
