Cells,Value,Error
3.43,2.49E-04,0.045
10.32,4.86E-04,0.04
17.15,2.97E-04,0.045
23.95,1.36E-04,0.045
30.8,5.19E-05,0.05
41.85,1.00E-05,0.06
46.85,3.12E-06,0.06
53.8,2.00E-06,0.07
60.55,8.40E-07,0.07
67.4,3.47E-07,0.08
74.4,1.27E-07,0.10
81.1,5.55E-08,0.12
87.75,,
92.15,,
