Cells,Value,Error
3.43,8.50E-05,0.035
10.32,1.47E-05,0.035
17.15,3.60E-06,0.04
23.95,1.07E-06,0.04
30.8,3.44E-07,0.04
41.85,7.06E-08,0.05
46.85,2.94E-08,0.05
53.8,1.09E-08,0.06
60.55,3.71E-09,0.07
67.4,,
74.4,4.72E-10,0.10
81.1,2.13E-10,0.15
87.75,,
92.15,,
