Cells,Value,Error
3.43,2.15E-04,0.035
10.32,5.97E-05,0.04
17.15,1.89E-05,0.045
23.95,6.59E-06,0.045
30.8,2.30E-06,0.05
41.85,6.06E-07,0.06
46.85,2.30E-07,0.06
53.8,8.87E-08,0.085
60.55,3.34E-08,0.09
67.4,1.61E-08,0.10
74.4,7.00E-09,0.12
81.1,2.51E-09,0.15
