Cor A,Value,Error
830.0,1.14885e-09,0.00035635
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,6.30763e-08,0.000475157
856.07,5.81595e-08,0.000518404
859.33,2.13705e-08,0.000732532
862.59,1.164e-08,0.000937291
865.85,7.56876e-09,0.00114496
869.11,5.29865e-09,0.00135666
872.37,3.82746e-09,0.00159177
875.63,2.83065e-09,0.00183846
878.88,2.10983e-09,0.00211235
882.14,1.58569e-09,0.00241184
885.4,1.20951e-09,0.00276329
888.66,9.2594e-10,0.00314048
891.92,7.14484e-10,0.00356689
895.18,5.5515e-10,0.00404496
898.44,4.4913e-10,0.00453592
901.7,4.31986e-10,0.00471321
904.96,5.79253e-10,0.00348463
908.22,5.22855e-10,0.00241068
911.47,5.59474e-10,0.00235587
914.73,5.76068e-10,0.00236434
917.99,6.03559e-10,0.00237477
921.25,2.80813e-10,0.00253413
924.51,1.65262e-10,0.00258024
927.77,1.68644e-10,0.00255478
931.03,1.71672e-10,0.00253077
934.29,1.74755e-10,0.0025023
937.55,1.7709e-10,0.00244955
940.81,1.80742e-10,0.00243881
944.06,1.83973e-10,0.00241236
947.32,5.2377e-10,0.00195038
950.58,1.47315e-09,0.00157085
953.84,2.4048e-09,0.00139304
957.1,2.04839e-09,0.00135271
960.36,1.98386e-09,0.00123411
963.62,1.48884e-09,0.00120572
966.88,9.60616e-10,0.00120074
970.14,5.88766e-10,0.00120907
973.39,3.32684e-10,0.00122488
976.65,2.04969e-10,0.00124287
979.91,1.3818e-10,0.00126276
983.17,9.4415e-11,0.00128419
986.43,6.53062e-11,0.00130655
989.69,4.84219e-11,0.00133039
992.95,4.75604e-11,0.00136196
996.21,2.71645e-11,0.00140048
999.47,1.5749e-11,0.00144035
1002.73,8.17534e-12,0.00147903
1005.98,4.78313e-12,0.00151404
1009.24,3.20044e-12,0.001549
1012.5,2.16359e-12,0.00158556
1015.76,1.7718e-12,0.00162856
1019.02,1.06546e-12,0.00167874
1022.28,6.44304e-13,0.00173439
1025.54,1.04485e-13,0.00175689
1028.8,2.16659e-13,0.0017946
1032.06,2.15087e-13,0.00182294
1035.32,1.33344e-13,0.00184839
1038.57,4.04213e-14,0.00185449
1041.83,8.60257e-14,0.00188571
1045.09,4.93128e-14,0.00190831
1048.35,3.12638e-14,0.00192412
1051.61,1.35255e-14,0.0019254
1054.87,3.66304e-14,0.00195228
1058.13,2.34611e-14,0.00197918
1061.39,1.4658e-14,0.00201705
1064.65,8.5726e-15,0.00206512
1067.91,5.01989e-15,0.00212156
1071.16,2.94268e-15,0.00218622
1074.42,1.7264e-15,0.00225581
1077.68,9.5058e-16,0.00230569
1080.94,7.93582e-16,0.00232361
1084.2,3.649e-16,0.00233961
