Cor A,Value,Error
830.0,2.95229e-13,0.000700938
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,4.32483e-13,0.000317376
856.07,3.6153e-09,0.000702548
859.33,2.115e-09,0.000590618
862.59,1.68809e-09,0.000551443
865.85,1.45109e-09,0.000543571
869.11,1.27641e-09,0.000551565
872.37,1.13471e-09,0.000567861
875.63,1.01422e-09,0.000590971
878.88,9.08521e-10,0.000618917
882.14,8.15572e-10,0.000652175
885.4,7.33691e-10,0.000690668
888.66,6.61982e-10,0.00073743
891.92,6.01551e-10,0.00079554
895.18,5.54151e-10,0.000872137
898.44,5.21976e-10,0.000977802
901.7,5.12906e-10,0.00113244
904.96,2.79609e-10,0.00135561
908.22,2.1882e-15,0.00231377
911.47,1.72454e-15,0.0022894
914.73,1.3794e-15,0.00226529
917.99,1.11813e-15,0.00227284
921.25,3.72413e-16,0.00275978
924.51,1.63379e-16,0.00367787
927.77,1.54129e-16,0.00364778
931.03,1.45802e-16,0.00366209
934.29,1.37606e-16,0.00367542
937.55,1.29847e-16,0.00365332
940.81,1.22853e-16,0.0036445
944.06,1.16108e-16,0.00367013
947.32,2.54849e-16,0.00407928
950.58,4.42526e-16,0.00418534
953.84,2.92474e-16,0.00434677
957.1,1.16364e-16,0.00394513
960.36,6.1613e-17,0.00426514
963.62,3.27449e-17,0.00587404
966.88,1.60236e-17,0.00860563
970.14,7.88535e-18,0.0124134
973.39,3.8053e-18,0.0162237
976.65,2.17454e-18,0.0193878
979.91,1.46602e-18,0.0219296
983.17,1.03345e-18,0.023651
986.43,7.47504e-19,0.0247401
989.69,5.90374e-19,0.0255582
992.95,6.89752e-19,0.0262683
996.21,4.39555e-19,0.0267289
999.47,2.80647e-19,0.0271247
1002.73,1.52076e-19,0.0274751
1005.98,9.42562e-20,0.0277171
1009.24,6.92651e-20,0.0279241
1012.5,5.10669e-20,0.0281309
1015.76,4.6515e-20,0.0283998
1019.02,2.96709e-20,0.0286804
1022.28,1.89048e-20,0.0289473
1025.54,7.48499e-22,0.0290617
1028.8,5.32093e-21,0.0292665
1032.06,5.41524e-21,0.0295458
1035.32,3.04615e-21,0.0297914
1038.57,4.83098e-22,0.0298305
1041.83,2.04508e-21,0.0300285
1045.09,9.82891e-22,0.0302451
1048.35,5.09097e-22,0.0304361
1051.61,1.33371e-22,0.0304214
1054.87,7.3722e-22,0.0306699
1058.13,5.24701e-22,0.0307715
1061.39,3.63949e-22,0.0308891
1064.65,2.34224e-22,0.0310218
1067.91,1.50688e-22,0.0311591
1071.16,9.69247e-23,0.0313003
1074.42,6.22519e-23,0.0314052
1077.68,3.65143e-23,0.0315366
1080.94,3.90847e-23,0.0316215
1084.2,2.26667e-23,0.0317068
