Cor A,Value,Error
830.0,4.95503e-10,0.000444056
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,2.47883e-08,0.000278883
856.07,2.30282e-08,0.000547031
859.33,1.33643e-08,0.000481669
862.59,1.0618e-08,0.000465726
865.85,8.9728e-09,0.000474515
869.11,7.74891e-09,0.000493952
872.37,6.7701e-09,0.000518571
875.63,5.95612e-09,0.000547483
878.88,5.26203e-09,0.000579592
882.14,4.66403e-09,0.000615815
885.4,4.14702e-09,0.000656274
888.66,3.70117e-09,0.000703768
891.92,3.3276e-09,0.000761214
895.18,3.032e-09,0.00083551
898.44,2.82229e-09,0.000936904
901.7,2.73497e-09,0.00108449
904.96,1.56232e-09,0.00125464
908.22,1.53952e-10,0.00127926
911.47,1.22812e-10,0.0012852
914.73,1.00855e-10,0.00128891
917.99,8.45141e-11,0.00130236
921.25,3.40663e-11,0.00133921
924.51,1.94219e-11,0.00135239
927.77,1.86226e-11,0.00134653
931.03,1.78665e-11,0.00135045
934.29,1.71216e-11,0.00135422
937.55,1.64023e-11,0.00135271
940.81,1.57294e-11,0.00135814
944.06,1.50618e-11,0.00136554
947.32,3.90224e-11,0.00130815
950.58,7.53418e-11,0.00126838
953.84,5.40581e-11,0.00127024
957.1,2.62372e-10,0.00121273
960.36,1.2558e-10,0.0013668
963.62,4.55304e-11,0.00174817
966.88,1.7019e-11,0.00241265
970.14,6.64976e-12,0.00359101
973.39,2.84514e-12,0.00560084
976.65,1.30714e-12,0.00846677
979.91,6.48412e-13,0.0118922
983.17,3.5652e-13,0.0153778
986.43,2.1339e-13,0.0183925
989.69,1.33896e-13,0.0207027
992.95,6.69567e-14,0.0224878
996.21,4.7623e-14,0.0234382
999.47,3.37336e-14,0.024177
1002.73,2.61858e-14,0.0247438
1005.98,1.84864e-14,0.0253731
1009.24,1.20438e-14,0.0259891
1012.5,7.80357e-15,0.0265123
1015.76,4.30824e-15,0.0270691
1019.02,3.10475e-15,0.0273202
1022.28,2.19063e-15,0.027592
1025.54,2.40598e-15,0.027758
1028.8,1.32048e-15,0.0282452
1032.06,8.4306e-16,0.0285613
1035.32,6.56183e-16,0.0287564
1038.57,5.78686e-16,0.0289413
1041.83,2.86388e-16,0.0293154
1045.09,2.42614e-16,0.0294299
1048.35,1.90117e-16,0.0295942
1051.61,1.55996e-16,0.0297709
1054.87,7.01951e-17,0.0300979
1058.13,4.5151e-17,0.0302396
1061.39,2.87948e-17,0.0303821
1064.65,1.97334e-17,0.0304881
1067.91,1.34703e-17,0.0305976
1071.16,9.18104e-18,0.0307143
1074.42,6.26699e-18,0.0307988
1077.68,4.7802e-18,0.0308518
1080.94,1.08832e-18,0.0315642
1084.2,6.28954e-19,0.0316628
