Cor A,Value,Error
830.0,2.43317e-07,0.000448896
833.26,3.84733e-07,0.000644997
836.52,3.85536e-07,0.000643346
839.78,3.86873e-07,0.000643938
843.04,3.88191e-07,0.000644847
846.29,3.89578e-07,0.000648364
849.55,3.91417e-07,0.000657558
852.81,3.53215e-07,0.000401027
856.07,1.07992e-07,0.000404753
859.33,3.64138e-08,0.00065307
862.59,2.11318e-08,0.000863795
865.85,1.40765e-08,0.00105855
869.11,9.96112e-09,0.00125509
872.37,7.25765e-09,0.00145753
875.63,5.36404e-09,0.00167546
878.88,4.01374e-09,0.00191675
882.14,3.01704e-09,0.00218177
885.4,2.28626e-09,0.00247476
888.66,1.74213e-09,0.00280468
891.92,1.33234e-09,0.00314867
895.18,1.02938e-09,0.00353677
898.44,8.22001e-10,0.00390073
901.7,7.49034e-10,0.00409857
904.96,1.99816e-09,0.0025283
908.22,3.51646e-09,0.00209796
911.47,3.57788e-09,0.00204671
914.73,3.48722e-09,0.00204845
917.99,3.45383e-09,0.00205718
921.25,3.5455e-09,0.00220406
924.51,3.59344e-09,0.00219546
927.77,3.61455e-09,0.00216015
931.03,3.63991e-09,0.00214049
934.29,3.66183e-09,0.00211751
937.55,3.69285e-09,0.00209687
940.81,3.7298e-09,0.00207689
944.06,3.77676e-09,0.00205105
947.32,3.85531e-09,0.00187624
950.58,4.56866e-09,0.00142399
953.84,7.18097e-09,0.00128059
957.1,1.2135e-08,0.00124186
960.36,1.25549e-08,0.00119195
963.62,1.02144e-08,0.00117527
966.88,7.20383e-09,0.00117392
970.14,4.76787e-09,0.00118017
973.39,3.08856e-09,0.00119164
976.65,1.99673e-09,0.00120615
979.91,1.30209e-09,0.00122298
983.17,8.60172e-10,0.00124153
986.43,5.75505e-10,0.0012611
989.69,3.88945e-10,0.00128151
992.95,2.44103e-10,0.00130641
996.21,1.52184e-10,0.00133482
999.47,9.52706e-11,0.00136535
1002.73,5.97263e-11,0.0013982
1005.98,3.71405e-11,0.00143357
1009.24,2.31809e-11,0.00147038
1012.5,1.45664e-11,0.00150809
1015.76,9.27666e-12,0.00154594
1019.02,6.00731e-12,0.00158475
1022.28,3.89409e-12,0.00162697
1025.54,2.86504e-12,0.00166195
1028.8,2.10704e-12,0.00168941
1032.06,1.58139e-12,0.00170993
1035.32,1.1846e-12,0.00173109
1038.57,8.53112e-13,0.00175493
1041.83,6.01288e-13,0.00177858
1045.09,4.75521e-13,0.00179402
1048.35,3.79055e-13,0.00180849
1051.61,2.8747e-13,0.00182445
1054.87,1.98147e-13,0.0018431
1058.13,1.17594e-13,0.00187568
1061.39,7.02465e-14,0.00191345
1064.65,4.19731e-14,0.00195732
1067.91,2.50922e-14,0.0020072
1071.16,1.50121e-14,0.00206263
1074.42,8.98975e-15,0.0021214
1077.68,5.50049e-15,0.00217023
1080.94,2.81689e-15,0.00220738
1084.2,1.27247e-15,0.00223666
