Cor A,Value,Error
830.0,5.09079e-07,0.000342555
833.26,7.74684e-07,0.000424386
836.52,7.71735e-07,0.000422594
839.78,7.69428e-07,0.000423732
843.04,7.67843e-07,0.000423066
846.29,7.66706e-07,0.000424182
849.55,7.66398e-07,0.000427201
852.81,7.03322e-07,0.000317415
856.07,5.68082e-07,0.000338793
859.33,5.05049e-07,0.000363159
862.59,4.5431e-07,0.000387562
865.85,4.08138e-07,0.000413266
869.11,3.65821e-07,0.000440454
872.37,3.26815e-07,0.000469047
875.63,2.91032e-07,0.000499002
878.88,2.58633e-07,0.000530974
882.14,2.293e-07,0.000565367
885.4,2.02968e-07,0.000603058
888.66,1.79463e-07,0.000645405
891.92,1.5868e-07,0.000693697
895.18,1.40688e-07,0.000750947
898.44,1.25377e-07,0.000822826
901.7,1.1307e-07,0.000917418
904.96,1.04774e-07,0.000987299
908.22,9.48603e-08,0.000966248
911.47,8.62575e-08,0.000989141
914.73,7.89811e-08,0.00101644
917.99,7.24842e-08,0.00105072
921.25,6.76617e-08,0.00108902
924.51,6.56359e-08,0.00109251
927.77,6.37711e-08,0.00109608
931.03,6.19596e-08,0.00110082
934.29,6.01624e-08,0.00110679
937.55,5.83759e-08,0.00111387
940.81,5.66198e-08,0.00112216
944.06,5.48572e-08,0.00113155
947.32,5.26015e-08,0.00112594
950.58,4.2925e-08,0.00108371
953.84,3.13215e-08,0.00107952
957.1,2.4619e-08,0.00107368
960.36,1.4845e-08,0.00109654
963.62,6.64525e-09,0.00117179
966.88,2.64778e-09,0.00128882
970.14,9.85425e-10,0.00146391
973.39,3.55228e-10,0.00172791
976.65,1.27657e-10,0.00215313
979.91,4.71126e-11,0.00288926
983.17,1.84241e-11,0.0042107
986.43,7.84599e-12,0.00638221
989.69,3.70669e-12,0.0094193
992.95,1.85113e-12,0.0131368
996.21,1.09161e-12,0.0162523
999.47,6.98185e-13,0.0186246
1002.73,4.62436e-13,0.0204247
1005.98,3.08835e-13,0.0218472
1009.24,2.06861e-13,0.0229883
1012.5,1.38652e-13,0.0238975
1015.76,9.29656e-14,0.0246452
1019.02,6.23824e-14,0.0252431
1022.28,4.18131e-14,0.0257596
1025.54,3.12463e-14,0.0261402
1028.8,2.05516e-14,0.0265895
1032.06,1.3211e-14,0.0270623
1035.32,9.0933e-15,0.0274692
1038.57,6.29789e-15,0.0278461
1041.83,4.27718e-15,0.0281904
1045.09,3.1489e-15,0.0284507
1048.35,2.35697e-15,0.028705
1051.61,1.73292e-15,0.0289839
1054.87,1.16167e-15,0.0292924
1058.13,8.37056e-16,0.0295237
1061.39,6.23805e-16,0.0296699
1064.65,4.56969e-16,0.0298118
1067.91,3.28112e-16,0.0299477
1071.16,2.32593e-16,0.0300725
1074.42,1.64181e-16,0.0301814
1077.68,1.15441e-16,0.0302781
1080.94,7.05266e-17,0.0303836
1084.2,3.70296e-17,0.0304677
