Cells,Value,Error
3.43,0.00600606,0.0066
10.32,0.00910708,0.0039
17.15,0.00513272,0.0036
23.95,0.00227084,0.0037
30.8,0.000888228,0.0042
41.85,0.000160088,0.0064
46.85,6.03877e-05,0.0088
53.8,3.47442e-05,0.0077
60.55,1.48108e-05,0.0083
67.4,6.11512e-06,0.0094
74.4,2.24323e-06,0.011
81.1,8.80246e-07,0.012
87.75,3.13216e-07,0.0149
92.15,1.24571e-07,0.0181
