Cells,Value,Error
3.43,8.12843e-05,0.0004
10.32,1.31598e-05,0.0011
17.15,3.14167e-06,0.0018
23.95,9.03498e-07,0.0025
30.8,2.93537e-07,0.0033
41.85,5.91604e-08,0.005
46.85,2.50349e-08,0.0058
53.8,8.45141e-09,0.0072
60.55,3.0108e-09,0.0086
67.4,1.08538e-09,0.0113
74.4,3.91983e-10,0.013
81.1,1.43763e-10,0.0152
87.75,5.59428e-11,0.0171
92.15,2.87059e-11,0.0177
