Energy,Value,Error,Offset
6.0,0.32958410856002657,0.0065,20 cm
7.0,39.540338108338304,0.0075,20 cm
8.0,34.673045109466855,0.0085,20 cm
9.0,32.83605298884477,0.0094,20 cm
10.0,31.955424467874703,0.0101,20 cm
11.0,31.86585112141591,0.0107,20 cm
12.0,31.525302723653336,0.0113,20 cm
13.0,30.766200589365944,0.0119,20 cm
14.0,33.16566259432539,0.012,20 cm
15.0,33.840742524270404,0.0124,20 cm
16.0,34.21088616662859,0.0128,20 cm
17.0,35.56591258463702,0.013,20 cm
18.0,37.7625944282491,0.0132,20 cm
19.0,38.49189862368868,0.0134,20 cm
20.0,41.336787299718125,0.0134,20 cm
21.0,44.380256489413775,0.0134,20 cm
22.0,46.53330336321551,0.0134,20 cm
23.0,47.93375733087456,0.0135,20 cm
24.0,51.51996863560953,0.0135,20 cm
25.0,54.9987825530178,0.0134,20 cm
26.0,55.67236861467728,0.0135,20 cm
27.0,60.367519885769866,0.0133,20 cm
28.0,63.204808901008036,0.0133,20 cm
29.0,65.56236734251014,0.0133,20 cm
30.0,68.18802933018067,0.0133,20 cm
31.0,69.03635961133608,0.0135,20 cm
32.0,71.99854234497046,0.0135,20 cm
33.0,73.95831419574536,0.0135,20 cm
34.0,75.3881612594306,0.0135,20 cm
35.0,77.03793563987136,0.0137,20 cm
36.0,77.77358165278822,0.0138,20 cm
37.0,79.54896358658169,0.0139,20 cm
38.0,81.62778728175711,0.014,20 cm
39.0,80.91244057459366,0.0142,20 cm
40.0,82.24408690089096,0.0143,20 cm
41.0,82.67006954120342,0.0144,20 cm
42.0,82.4125220142977,0.0146,20 cm
43.0,82.28257848732125,0.0148,20 cm
44.0,85.32105722392538,0.0147,20 cm
46.0,83.98069691952773,0.0108,20 cm
48.0,85.86567453454364,0.0109,20 cm
50.0,84.45324733678514,0.0113,20 cm
52.0,83.07702073814526,0.0116,20 cm
54.0,72.91404571922868,0.0126,20 cm
56.0,68.29614776062782,0.0133,20 cm
58.0,56.65560630641998,0.0148,20 cm
60.0,61.66974361529655,0.0146,20 cm
62.0,68.15895322352762,0.0141,20 cm
64.0,296.99705816504934,0.0069,20 cm
66.0,554.5167449304785,0.0051,20 cm
68.0,100.1046356777458,0.0119,20 cm
70.0,2.1982067768854563,0.0793,20 cm
6.0,0.02970628469631792,0.021,40 cm
7.0,3.8150918352032264,0.0236,40 cm
8.0,3.295240103106603,0.0271,40 cm
9.0,3.0987909079266376,0.0298,40 cm
10.0,3.2177898701734042,0.0311,40 cm
11.0,3.1454142738527944,0.0329,40 cm
12.0,3.210017007698762,0.0345,40 cm
13.0,3.1507554820435,0.0368,40 cm
14.0,3.2825618206823766,0.037,40 cm
15.0,3.4378189353208564,0.038,40 cm
16.0,3.359017160276978,0.0403,40 cm
17.0,3.6940271673462095,0.0398,40 cm
18.0,3.812667031143002,0.0405,40 cm
19.0,3.759394235999789,0.0422,40 cm
20.0,3.918855327974174,0.0423,40 cm
21.0,3.9096814541876657,0.0438,40 cm
22.0,4.586713849682291,0.0424,40 cm
23.0,4.65536095830268,0.0428,40 cm
24.0,5.068607950186948,0.0423,40 cm
25.0,5.035226779475718,0.0438,40 cm
26.0,5.12270134443465,0.0438,40 cm
27.0,5.310711663425237,0.0443,40 cm
28.0,5.744171907821849,0.0432,40 cm
29.0,5.8953895468348225,0.0432,40 cm
30.0,5.507859987834816,0.0455,40 cm
31.0,6.193232610504122,0.045,40 cm
32.0,5.972339341954114,0.0451,40 cm
33.0,5.910016160308129,0.0464,40 cm
34.0,6.57137447349495,0.0453,40 cm
35.0,7.1101936291172825,0.0446,40 cm
36.0,6.204315194256363,0.0471,40 cm
37.0,6.094279254893947,0.0484,40 cm
38.0,6.196545258144788,0.0489,40 cm
39.0,6.334279845452502,0.0492,40 cm
40.0,6.009919977843939,0.052,40 cm
41.0,6.359675365466783,0.0508,40 cm
42.0,6.2275206469690065,0.0515,40 cm
43.0,6.174285118896769,0.0538,40 cm
44.0,6.5370660894730035,0.0518,40 cm
46.0,6.189833295396343,0.0393,40 cm
48.0,5.714807413588433,0.0418,40 cm
50.0,5.752462679977156,0.0428,40 cm
52.0,4.9800216338916545,0.046,40 cm
54.0,4.5843798728679666,0.0493,40 cm
56.0,3.8768802108142864,0.0541,40 cm
58.0,3.5607381162070113,0.0592,40 cm
60.0,3.9362800050159583,0.0566,40 cm
62.0,4.81292628056978,0.0524,40 cm
64.0,15.784615641072,0.0291,40 cm
66.0,16.282970165054792,0.0293,40 cm
68.0,1.8471064236914447,0.0883,40 cm
70.0,0.02173109784230268,0.6789,40 cm
