Energy,Value,Error,Offset
4.0,3.709866499654371,0.0013,on-axis
5.0,376.06867644512636,0.0014,on-axis
6.0,462.838851773111,0.0015,on-axis
7.0,598.240631201504,0.0015,on-axis
8.0,577.8993125383492,0.0016,on-axis
9.0,634.8953360156257,0.0017,on-axis
10.0,703.728522369778,0.0017,on-axis
11.0,763.6435074346307,0.0017,on-axis
12.0,709.4474554443287,0.0019,on-axis
13.0,822.3247552851302,0.0018,on-axis
14.0,907.2451727667923,0.0018,on-axis
15.0,966.3157738348235,0.0019,on-axis
16.0,1038.8462397067435,0.0019,on-axis
17.0,1126.5307387284295,0.0019,on-axis
18.0,1190.7520770359638,0.0019,on-axis
19.0,1238.7061592310747,0.0019,on-axis
20.0,1276.0205945338118,0.0019,on-axis
21.0,1328.6940329792017,0.002,on-axis
22.0,1421.0248878423915,0.002,on-axis
23.0,1527.0733054022685,0.0019,on-axis
24.0,1600.533767287058,0.002,on-axis
25.0,1660.6072485352,0.002,on-axis
26.0,1695.5938496094427,0.002,on-axis
27.0,1739.767604294325,0.002,on-axis
28.0,1751.6119466164394,0.002,on-axis
29.0,1816.9108583805123,0.0021,on-axis
30.0,1810.1265861532738,0.0021,on-axis
31.0,1711.9397168758364,0.0022,on-axis
32.0,1654.8048515070143,0.0023,on-axis
33.0,1712.0071612167571,0.0023,on-axis
34.0,1647.427752930627,0.0023,on-axis
35.0,1428.344884252829,0.0026,on-axis
36.0,1261.259989953622,0.0028,on-axis
37.0,1179.2521785000324,0.0028,on-axis
38.0,1937.0901972239196,0.0022,on-axis
39.0,8526.847065015738,0.0011,on-axis
40.0,22791.902061903056,0.0007,on-axis
41.0,29431.4745894237,0.0006,on-axis
42.0,17127.051212897142,0.0009,on-axis
43.0,3873.9087581084978,0.0018,on-axis
44.0,207.7029171872767,0.0081,on-axis
4.0,0.7225911442719339,0.003,20 cm
5.0,70.79209731567116,0.0033,20 cm
6.0,72.73303405908445,0.0037,20 cm
7.0,73.92766618201351,0.004,20 cm
8.0,64.62630120443451,0.0045,20 cm
9.0,63.90572256907237,0.0049,20 cm
10.0,65.47803944320906,0.0051,20 cm
11.0,69.07383884403563,0.0053,20 cm
12.0,63.12760687208356,0.0058,20 cm
13.0,69.59334787523302,0.0059,20 cm
14.0,72.62727401089322,0.006,20 cm
15.0,73.94459586980479,0.0062,20 cm
16.0,73.36719088909382,0.0065,20 cm
17.0,76.8479845384704,0.0067,20 cm
18.0,78.76950561656886,0.0068,20 cm
19.0,79.06287579735637,0.007,20 cm
20.0,79.95255615703581,0.0072,20 cm
21.0,81.36824434969336,0.0074,20 cm
22.0,84.40861307567442,0.0075,20 cm
23.0,88.71166792804257,0.0075,20 cm
24.0,90.78395217541335,0.0076,20 cm
25.0,92.02416599551577,0.0077,20 cm
26.0,91.99756225488535,0.0079,20 cm
27.0,92.07286172974743,0.0081,20 cm
28.0,93.56668757568711,0.0083,20 cm
29.0,95.36204445993084,0.0084,20 cm
30.0,99.15091887700261,0.0085,20 cm
31.0,105.64314478610606,0.0085,20 cm
32.0,119.85971715421205,0.0081,20 cm
33.0,125.4670748109954,0.008,20 cm
34.0,99.57838975966956,0.0092,20 cm
35.0,72.04165049038562,0.0109,20 cm
36.0,68.75788788151314,0.0115,20 cm
37.0,94.60427175862787,0.01,20 cm
38.0,197.03469762415875,0.0071,20 cm
39.0,443.7606988777316,0.0048,20 cm
40.0,653.3543508294374,0.004,20 cm
41.0,508.107433107032,0.0046,20 cm
42.0,160.17643897706233,0.0081,20 cm
43.0,15.093816072333988,0.026,20 cm
44.0,1.1544174062546164,0.0963,20 cm
4.0,0.11185825610336565,0.0074,40 cm
5.0,11.114235591365123,0.008,40 cm
6.0,11.02074837080716,0.0091,40 cm
7.0,11.121650594867127,0.01,40 cm
8.0,9.243594152206297,0.0117,40 cm
9.0,9.068708358953817,0.0126,40 cm
10.0,9.116697977442458,0.0134,40 cm
11.0,9.69724327346259,0.0138,40 cm
12.0,8.254357359332449,0.0156,40 cm
13.0,9.152326567810547,0.0157,40 cm
14.0,9.252081524748148,0.0164,40 cm
15.0,9.38720169260515,0.0169,40 cm
16.0,9.657271177184832,0.0176,40 cm
17.0,9.805405496795194,0.0183,40 cm
18.0,9.822140998734625,0.0188,40 cm
19.0,9.77621907657737,0.0195,40 cm
20.0,9.669801987223975,0.0204,40 cm
21.0,9.554466723685684,0.0211,40 cm
22.0,10.073212435649234,0.0213,40 cm
23.0,10.645134695074569,0.0214,40 cm
24.0,10.705313152432696,0.0218,40 cm
25.0,10.630960223775146,0.0224,40 cm
26.0,10.474975261015317,0.0232,40 cm
27.0,10.441032737688285,0.0239,40 cm
28.0,10.672591223570139,0.0241,40 cm
29.0,10.926491282236023,0.0245,40 cm
30.0,12.352767920661337,0.0236,40 cm
31.0,14.226853329408991,0.0229,40 cm
32.0,14.936076915702333,0.0227,40 cm
33.0,12.312140989960131,0.0251,40 cm
34.0,8.953416069950665,0.0303,40 cm
35.0,7.284613415872787,0.0342,40 cm
36.0,10.009486049488402,0.0299,40 cm
37.0,17.057025448884648,0.0235,40 cm
38.0,28.454888604493206,0.0183,40 cm
39.0,38.48948137019278,0.0159,40 cm
40.0,33.297432405013495,0.0173,40 cm
41.0,15.434818758247376,0.0255,40 cm
42.0,3.249844688289828,0.0556,40 cm
43.0,0.172563712921805,0.2446,40 cm
44.0,0.006534847687177595,0.5821,40 cm
