Energy,Value,Error,Offset
6.0,0.0662271658537708,0.0015,on-axis
7.0,9.053544243618802,0.0015,on-axis
8.0,7.962921520558819,0.0016,on-axis
9.0,7.8706410887938265,0.0016,on-axis
10.0,7.969456060057051,0.0017,on-axis
11.0,8.141606716020359,0.0017,on-axis
12.0,7.534175675419225,0.0017,on-axis
13.0,8.040982354383718,0.0018,on-axis
14.0,8.289836871067948,0.0018,on-axis
15.0,8.407868631902222,0.0018,on-axis
16.0,8.567270991868416,0.0018,on-axis
17.0,8.99161072955715,0.0019,on-axis
18.0,9.254508032381668,0.0019,on-axis
19.0,9.488947054174789,0.0019,on-axis
20.0,9.739947608458888,0.002,on-axis
21.0,9.95965084914484,0.002,on-axis
22.0,10.517666284553181,0.002,on-axis
23.0,11.092676003887668,0.002,on-axis
24.0,11.679899049566242,0.002,on-axis
25.0,12.247270273673891,0.002,on-axis
26.0,12.868327968120456,0.002,on-axis
27.0,13.560004042163946,0.002,on-axis
28.0,14.623465779119988,0.002,on-axis
29.0,15.609187769109825,0.0021,on-axis
30.0,16.277691513331245,0.0021,on-axis
31.0,16.768099143691778,0.0022,on-axis
32.0,17.670015773288142,0.0022,on-axis
33.0,18.58131881001788,0.0022,on-axis
34.0,19.470998476283878,0.0022,on-axis
35.0,20.415428968235936,0.0023,on-axis
36.0,21.344276953495093,0.0023,on-axis
37.0,22.04027770725676,0.0024,on-axis
38.0,22.961989144371348,0.0024,on-axis
39.0,23.774646234246347,0.0024,on-axis
40.0,24.882288403123447,0.0025,on-axis
41.0,25.95399727973298,0.0026,on-axis
42.0,27.302566314318067,0.0027,on-axis
43.0,28.681544135468183,0.0028,on-axis
44.0,30.22581827110492,0.0028,on-axis
46.0,32.572386701039676,0.0025,on-axis
48.0,35.918793458919914,0.0027,on-axis
50.0,39.538979390120936,0.0029,on-axis
52.0,43.101205054415765,0.0031,on-axis
54.0,46.27940702565768,0.0034,on-axis
56.0,51.88540646554096,0.0034,on-axis
58.0,58.48084401034439,0.0032,on-axis
60.0,51.68288510100423,0.0035,on-axis
62.0,59.74292726664117,0.0035,on-axis
64.0,349.6993763332114,0.0025,on-axis
66.0,786.4671924931735,0.002,on-axis
68.0,214.06350746352155,0.0038,on-axis
70.0,6.342070414738705,0.0229,on-axis
