Energy,Value,Error,Offset
5 - 10,2068.9543178622234,0.001078675636100553,on-axis
10 - 20,9649.364592169879,0.0007479249712029393,on-axis
20 - 30,19164.85470004267,0.000737919927519299,on-axis
30 - 40,33972.51037654679,0.0006888651400811107,on-axis
40 - 50,31405.591611780637,0.0007457701970994897,on-axis
50 - 60,25898.38316727237,0.000713014141371655,on-axis
60 - 70,147954.55737485917,0.0003209377711126745,on-axis
5 - 10,281.62399788217556,0.0028856549329508673,20 cm
10 - 20,962.3184061845877,0.0022492151423344816,20 cm
20 - 30,1332.9132623889814,0.0026457323079191455,20 cm
30 - 40,1762.1391540358516,0.0028706186588632935,20 cm
40 - 50,1249.9588640749441,0.0035795921109046678,20 cm
50 - 60,835.4193760181917,0.003801547235273099,20 cm
60 - 70,1673.4960629035804,0.002929904657136771,20 cm
5 - 10,41.396017394960474,0.007267306813933083,40 cm
10 - 20,135.20012428453416,0.005844607938835996,40 cm
20 - 30,173.44841082303336,0.007220159308793903,40 cm
30 - 40,198.59191837274508,0.008441266477645717,40 cm
40 - 50,123.43985798527464,0.011222116887754938,40 cm
50 - 60,76.55312341918241,0.012283922037464616,40 cm
60 - 70,77.85474700622312,0.013277921758365185,40 cm
