Energy,Value,Error,Offset
5 - 10,25.661066521126052,0.0008084435952214025,20 cm
10 - 20,83.15226278803577,0.0005310314100611724,20 cm
20 - 30,132.87671301955703,0.0006743855035924696,20 cm
30 - 40,207.05649917427482,0.0009038793948829264,20 cm
40 - 50,189.52645383062543,0.0013245226042522466,20 cm
50 - 60,155.30458266378227,0.0019174679826436621,20 cm
60 - 70,679.318790343471,0.0015527311058630704,20 cm
5 - 10,3.536747899559615,0.0009978118513956206,40 cm
10 - 20,11.959770495001663,0.0006497022176309037,40 cm
20 - 30,18.59161506775155,0.0007833262683771179,40 cm
30 - 40,26.80499327912659,0.0009063811371967523,40 cm
40 - 50,22.3960365113164,0.0011997597013738526,40 cm
50 - 60,15.98892148516461,0.0015941451953001122,40 cm
60 - 70,46.027988958221556,0.0014127415823403395,40 cm
