Energy,Value,Error,Offset
5 - 10,388.5295488390477,0.002456228498627155,on-axis
10 - 20,1527.2965986066554,0.001813441575703565,on-axis
20 - 30,2629.553387266913,0.001930776829585348,on-axis
30 - 40,4812.103497413463,0.0017983640597498695,on-axis
40 - 50,4984.060513925398,0.0018322711859930082,on-axis
50 - 60,4943.736107672774,0.00162973190487417,on-axis
60 - 70,31724.094733153906,0.0007439625569580154,on-axis
5 - 10,119.49056648324282,0.004375578583740137,20 cm
10 - 20,411.22268080298056,0.003419262840510846,20 cm
20 - 30,619.1489461126887,0.0038978827705185987,20 cm
30 - 40,984.1083197765985,0.0039105452050119775,20 cm
40 - 50,859.2640712427902,0.004355909624445793,20 cm
50 - 60,724.3983013755753,0.004165167423138784,20 cm
60 - 70,2260.7305511682484,0.00261597074710689,20 cm
5 - 10,27.35323604832542,0.008862075009073742,40 cm
10 - 20,90.66305074099972,0.007120670368498861,40 cm
20 - 30,129.50186409278137,0.008353319976319258,40 cm
30 - 40,187.17015727605252,0.008788435171790846,40 cm
40 - 50,145.43921868401975,0.010381573378156221,40 cm
50 - 60,110.25998888092211,0.010417168091581693,40 cm
60 - 70,179.42579515680478,0.008967321472762598,40 cm
