Energy,Value,Error,Offset
6.0,2.904578597237352,0.002,on-axis
7.0,371.33602047130245,0.0022,on-axis
8.0,349.660848151938,0.0024,on-axis
9.0,352.40983362913016,0.0026,on-axis
10.0,366.3658986385446,0.0027,on-axis
11.0,397.7235178637222,0.0028,on-axis
12.0,413.96310742551435,0.0029,on-axis
13.0,440.9695901837871,0.0029,on-axis
14.0,483.86966958991496,0.0029,on-axis
15.0,532.734747921768,0.0029,on-axis
16.0,568.9749215313666,0.0029,on-axis
17.0,619.6904636164755,0.0029,on-axis
18.0,676.806744643472,0.0029,on-axis
19.0,723.7619962820846,0.0029,on-axis
20.0,784.4027271090125,0.0029,on-axis
21.0,852.0323861923976,0.0029,on-axis
22.0,925.5435410409685,0.0029,on-axis
23.0,993.8818495576992,0.0029,on-axis
24.0,1069.8358202204827,0.0028,on-axis
25.0,1147.187944889941,0.0028,on-axis
26.0,1215.605127159989,0.0028,on-axis
27.0,1307.1004582265566,0.0027,on-axis
28.0,1370.0887460811696,0.0027,on-axis
29.0,1440.0541293910044,0.0027,on-axis
30.0,1504.8603228564334,0.0027,on-axis
31.0,1556.5073430105388,0.0027,on-axis
32.0,1624.0130379241864,0.0027,on-axis
33.0,1700.7208017857906,0.0027,on-axis
34.0,1743.4986181784086,0.0027,on-axis
35.0,1798.3590750720932,0.0027,on-axis
36.0,1868.2059512104756,0.0027,on-axis
37.0,1935.889994852775,0.0027,on-axis
38.0,1972.1768677920013,0.0027,on-axis
39.0,1993.3832689847186,0.0027,on-axis
40.0,2008.076687821762,0.0028,on-axis
41.0,2069.5177479893937,0.0028,on-axis
42.0,2152.832823276502,0.0028,on-axis
43.0,2191.8661174436556,0.0028,on-axis
44.0,2258.490129828734,0.0028,on-axis
46.0,2355.4071637352413,0.002,on-axis
48.0,2548.1433861887936,0.0019,on-axis
50.0,2637.548734826661,0.002,on-axis
52.0,2674.8111282424006,0.002,on-axis
54.0,2624.476396840466,0.002,on-axis
56.0,2482.332910425319,0.0021,on-axis
58.0,2068.6967714644175,0.0024,on-axis
60.0,1834.9956543323797,0.0026,on-axis
62.0,1865.597149768925,0.0026,on-axis
64.0,13129.987121662914,0.001,on-axis
66.0,42845.5941968594,0.0006,on-axis
68.0,14226.426967084386,0.001,on-axis
70.0,373.9538149584019,0.0064,on-axis
