Energy,Value,Error,Offset
5 - 10,2649.9428079737163,0.0007144441077741359,on-axis
10 - 20,9467.540401837696,0.0006002679025476779,on-axis
20 - 30,15817.83809548065,0.0006358241104447654,on-axis
30 - 40,22869.10038362965,0.0006430787682080531,on-axis
40 - 50,73432.03953951967,0.0003982972601577604,on-axis
5 - 10,345.98482133027596,0.0018212845524040878,20 cm
10 - 20,721.8922597567487,0.00197561053655711,20 cm
20 - 30,890.248355701626,0.002472423012593284,20 cm
30 - 40,1425.8984520204026,0.0025224817264273224,20 cm
40 - 50,1337.8864563921204,0.00281089830373099,20 cm
5 - 10,51.568937068199524,0.004551256955661458,40 cm
10 - 20,93.92094514469336,0.005321276604638022,40 cm
20 - 30,103.79397972235107,0.007130854703346919,40 cm
30 - 40,164.07675011461527,0.007296288995794283,40 cm
40 - 50,52.16119441215968,0.013840398115156288,40 cm
