Energy,Value,Error,Offset
6.0,0.005235113208335035,0.0018,on-axis
7.0,0.7124976686646989,0.0019,on-axis
8.0,0.6140788198814996,0.002,on-axis
9.0,0.6023388648852082,0.0021,on-axis
10.0,0.6071145305300004,0.0022,on-axis
11.0,0.618700962699518,0.0022,on-axis
12.0,0.5638504032162059,0.0023,on-axis
13.0,0.6051869234305707,0.0023,on-axis
14.0,0.6260729939251193,0.0024,on-axis
15.0,0.6272720509710196,0.0024,on-axis
16.0,0.6398194329860658,0.0024,on-axis
17.0,0.6721460485705395,0.0025,on-axis
18.0,0.6908676666671388,0.0025,on-axis
19.0,0.7039385251508017,0.0026,on-axis
20.0,0.7219306235278132,0.0027,on-axis
21.0,0.7369067231490427,0.0027,on-axis
22.0,0.7700771272555156,0.0028,on-axis
23.0,0.8171014578358193,0.0028,on-axis
24.0,0.8550453404467089,0.0028,on-axis
25.0,0.8924968127640677,0.0028,on-axis
26.0,0.9326933923163385,0.0028,on-axis
27.0,0.9822013210072681,0.0028,on-axis
28.0,1.0551412079293057,0.0028,on-axis
29.0,1.117812046140312,0.0028,on-axis
30.0,1.1569293457483505,0.0028,on-axis
31.0,1.2002260644240395,0.003,on-axis
32.0,1.245581774980648,0.003,on-axis
33.0,1.304986527859351,0.003,on-axis
34.0,1.3646920004467016,0.003,on-axis
35.0,1.4190201871879526,0.003,on-axis
36.0,1.4637456991043716,0.003,on-axis
37.0,1.5097061560043312,0.003,on-axis
38.0,1.5532216974136068,0.003,on-axis
39.0,1.615954340502005,0.003,on-axis
40.0,1.684142640881795,0.003,on-axis
41.0,1.7493369663461062,0.0031,on-axis
42.0,1.8245837074255224,0.0031,on-axis
43.0,1.9044816273448453,0.0031,on-axis
44.0,2.0051224888425856,0.0031,on-axis
46.0,2.123301631731666,0.0025,on-axis
48.0,2.3171591506817526,0.0025,on-axis
50.0,2.5458089743369627,0.0026,on-axis
52.0,2.7430658789792837,0.0027,on-axis
54.0,3.038208890291416,0.0028,on-axis
56.0,3.692265558062681,0.0027,on-axis
58.0,4.233098122239682,0.0026,on-axis
60.0,3.6259697248069753,0.003,on-axis
62.0,5.5466295436179545,0.0028,on-axis
64.0,22.66256691442287,0.0022,on-axis
66.0,34.483029059022854,0.0021,on-axis
68.0,7.459862489475479,0.0045,on-axis
70.0,0.24178666958306708,0.0264,on-axis
