Energy,Value,Error,Offset
5.0,0.21326926725384315,0.0061,20 cm
6.0,21.312729379507164,0.0072,20 cm
7.0,19.805621379167807,0.0081,20 cm
8.0,18.949102156935936,0.0089,20 cm
9.0,19.20751988936693,0.0095,20 cm
10.0,18.94552231010959,0.01,20 cm
11.0,19.89818930038302,0.0104,20 cm
12.0,19.471246848580765,0.011,20 cm
13.0,19.792184023327003,0.0114,20 cm
14.0,21.12930572100886,0.0116,20 cm
15.0,21.3584384624243,0.012,20 cm
16.0,22.211695817205218,0.0122,20 cm
17.0,23.442950362697665,0.0124,20 cm
18.0,24.32415293911259,0.0127,20 cm
19.0,24.995181336292607,0.013,20 cm
20.0,26.890844436281288,0.0129,20 cm
21.0,27.449180030410012,0.0131,20 cm
22.0,29.459577373230065,0.0131,20 cm
23.0,30.869642071298884,0.0132,20 cm
24.0,31.5458685031476,0.0133,20 cm
25.0,33.20195438582717,0.0133,20 cm
26.0,33.79056354280295,0.0135,20 cm
27.0,34.693127219113926,0.0136,20 cm
28.0,33.38874506951028,0.0142,20 cm
29.0,33.3381590174409,0.0144,20 cm
30.0,32.9380203797871,0.0149,20 cm
31.0,29.716537514096842,0.0158,20 cm
32.0,27.362003676259526,0.0167,20 cm
33.0,26.15647107998134,0.0174,20 cm
34.0,28.603324759375546,0.017,20 cm
35.0,30.79902938644665,0.0167,20 cm
36.0,31.501149255988985,0.0167,20 cm
37.0,31.523333467523592,0.0169,20 cm
38.0,45.03445600679759,0.0143,20 cm
39.0,138.49981263674772,0.0084,20 cm
40.0,279.8208282642812,0.006,20 cm
41.0,276.36160309180775,0.0061,20 cm
42.0,107.3362159435137,0.0098,20 cm
43.0,14.478146979264842,0.0264,20 cm
44.0,1.0631888742122717,0.1026,20 cm
5.0,0.018369664869591202,0.0204,40 cm
6.0,1.9357118609887944,0.0234,40 cm
7.0,1.8421975194544988,0.026,40 cm
8.0,1.6804512825757125,0.029,40 cm
9.0,1.5807539597058204,0.0317,40 cm
10.0,1.6480082592221266,0.033,40 cm
11.0,1.6900083530499312,0.0344,40 cm
12.0,1.7192004675185022,0.0366,40 cm
13.0,1.738896697094338,0.0378,40 cm
14.0,1.8687733043447572,0.0383,40 cm
15.0,2.117233227894086,0.0378,40 cm
16.0,2.08602548721287,0.0396,40 cm
17.0,2.2638491736173436,0.039,40 cm
18.0,2.1882867560012826,0.0413,40 cm
19.0,2.232239740908445,0.042,40 cm
20.0,2.4642207428711846,0.0418,40 cm
21.0,2.6332971447653897,0.0416,40 cm
22.0,2.6682493181901905,0.0429,40 cm
23.0,2.694966252667829,0.0428,40 cm
24.0,2.9801726761881793,0.0426,40 cm
25.0,2.8715647380197424,0.0441,40 cm
26.0,3.0005573723269787,0.044,40 cm
27.0,3.0538950284794324,0.0447,40 cm
28.0,2.801583724292945,0.0474,40 cm
29.0,2.8832486365333354,0.0474,40 cm
30.0,2.732110933625527,0.0503,40 cm
31.0,2.618620431818722,0.0532,40 cm
32.0,2.1766215205196073,0.058,40 cm
33.0,2.3215128171554085,0.0568,40 cm
34.0,2.7568787589810526,0.0547,40 cm
35.0,3.0233924456295953,0.0522,40 cm
36.0,3.1309603923325784,0.0526,40 cm
37.0,3.2081493050251115,0.0529,40 cm
38.0,5.42577843808823,0.0409,40 cm
39.0,11.04926373829024,0.0288,40 cm
40.0,15.478670200957888,0.0249,40 cm
41.0,11.808187527053986,0.0288,40 cm
42.0,2.9330282692045806,0.0579,40 cm
43.0,0.1694439318682946,0.2507,40 cm
44.0,0.03071773810559063,0.5498,40 cm
