Energy,Value,Error,Offset
6.0,0.9453246957566078,0.0036,on-axis
7.0,134.93096510056392,0.0039,on-axis
8.0,124.9039620735374,0.0043,on-axis
9.0,127.74929696918979,0.0046,on-axis
10.0,132.7840881629245,0.0048,on-axis
11.0,138.74278725681248,0.005,on-axis
12.0,128.41998812789453,0.0054,on-axis
13.0,139.59172952483846,0.0055,on-axis
14.0,147.11777536409693,0.0056,on-axis
15.0,151.49536140087747,0.0058,on-axis
16.0,158.81212986197855,0.0059,on-axis
17.0,169.82373978634823,0.0059,on-axis
18.0,177.43319519674614,0.006,on-axis
19.0,183.0758039241381,0.0061,on-axis
20.0,187.97954226040616,0.0062,on-axis
21.0,199.7474320060983,0.0062,on-axis
22.0,215.78668585980816,0.0062,on-axis
23.0,233.11111642621267,0.0061,on-axis
24.0,246.68221607203716,0.0061,on-axis
25.0,264.5142680287758,0.0061,on-axis
26.0,284.6786583498387,0.006,on-axis
27.0,304.9523047396624,0.0059,on-axis
28.0,331.1515022368388,0.0059,on-axis
29.0,360.94966128723456,0.0057,on-axis
30.0,378.1449333835639,0.0058,on-axis
31.0,395.32083079482794,0.0058,on-axis
32.0,420.6786642924,0.0058,on-axis
33.0,445.4001049611249,0.0057,on-axis
34.0,469.5145312618562,0.0057,on-axis
35.0,490.2486217486481,0.0056,on-axis
36.0,523.3880371360394,0.0056,on-axis
37.0,541.4655270720198,0.0056,on-axis
38.0,562.1591833093598,0.0055,on-axis
39.0,585.7830634536227,0.0055,on-axis
40.0,601.4659724668564,0.0055,on-axis
41.0,630.7757003434087,0.0055,on-axis
42.0,670.9104842854041,0.0054,on-axis
43.0,692.0253199979304,0.0054,on-axis
44.0,731.6116777919289,0.0053,on-axis
46.0,790.4613443394651,0.0037,on-axis
48.0,866.8100147004039,0.0036,on-axis
50.0,929.7414407610069,0.0036,on-axis
52.0,981.7083093191715,0.0036,on-axis
54.0,1005.4178653997342,0.0036,on-axis
56.0,1015.9717749765708,0.0037,on-axis
58.0,1010.8967172162901,0.0037,on-axis
60.0,880.9921234792472,0.0041,on-axis
62.0,815.0821718152278,0.0042,on-axis
64.0,6206.963134280714,0.0016,on-axis
66.0,18123.364945632104,0.001,on-axis
68.0,5697.692357946612,0.0018,on-axis
70.0,153.484237707184,0.0109,on-axis
6.0,0.3187869368867628,0.0062,20 cm
7.0,43.1458363171222,0.0068,20 cm
8.0,38.45313000245779,0.0077,20 cm
9.0,37.572813226776056,0.0084,20 cm
10.0,38.042429604436606,0.0088,20 cm
11.0,39.270726460534455,0.0092,20 cm
12.0,36.70232687365257,0.01,20 cm
13.0,38.46646483472176,0.0103,20 cm
14.0,40.660267882511064,0.0105,20 cm
15.0,40.434757097008436,0.011,20 cm
16.0,41.409997516106365,0.0113,20 cm
17.0,44.52893756886371,0.0114,20 cm
18.0,45.12808922974687,0.0117,20 cm
19.0,46.57868373539874,0.0119,20 cm
20.0,49.01556879938326,0.0121,20 cm
21.0,49.53436909142775,0.0124,20 cm
22.0,52.78115165030839,0.0123,20 cm
23.0,55.06058384298822,0.0124,20 cm
24.0,59.418536434934786,0.0123,20 cm
25.0,63.738433914809455,0.0121,20 cm
26.0,64.81116215469257,0.0123,20 cm
27.0,70.80834064861777,0.0121,20 cm
28.0,74.30753521736837,0.012,20 cm
29.0,79.67326435815808,0.012,20 cm
30.0,84.54480276948533,0.012,20 cm
31.0,88.10142145612518,0.0122,20 cm
32.0,91.52375228768226,0.0122,20 cm
33.0,95.38257367878316,0.0122,20 cm
34.0,98.29744488969915,0.0123,20 cm
35.0,100.69258429105463,0.0122,20 cm
36.0,103.23249799564394,0.0123,20 cm
37.0,106.66567222315174,0.0124,20 cm
38.0,108.11809231843696,0.0125,20 cm
39.0,107.5494778665361,0.0127,20 cm
40.0,113.26730978366902,0.0125,20 cm
41.0,116.70089543800094,0.0125,20 cm
42.0,117.68954994018387,0.0126,20 cm
43.0,121.49169438133124,0.0126,20 cm
44.0,125.33059509287528,0.0126,20 cm
46.0,129.90733473837332,0.009,20 cm
48.0,134.87669186835657,0.009,20 cm
50.0,138.8521081983763,0.0091,20 cm
52.0,139.040816996051,0.0093,20 cm
54.0,138.3424649190376,0.0095,20 cm
56.0,146.9350056025766,0.0094,20 cm
58.0,161.2279056595338,0.0092,20 cm
60.0,123.6518623130468,0.0107,20 cm
62.0,145.08495595360023,0.01,20 cm
64.0,713.8717869762729,0.0046,20 cm
66.0,1098.5823145283946,0.0038,20 cm
68.0,179.53963139693388,0.0095,20 cm
70.0,3.4114247247839864,0.0704,20 cm
6.0,0.07266533606557142,0.0126,40 cm
7.0,10.41351229718122,0.0135,40 cm
8.0,8.470068182246248,0.0159,40 cm
9.0,8.396990232832382,0.0172,40 cm
10.0,8.279050216808665,0.0182,40 cm
11.0,8.960511896560774,0.0188,40 cm
12.0,7.9034147463493305,0.0209,40 cm
13.0,8.669959077726686,0.0211,40 cm
14.0,8.75337674406223,0.022,40 cm
15.0,9.049645079899088,0.0229,40 cm
16.0,9.095064306614361,0.0237,40 cm
17.0,9.503531448732451,0.0242,40 cm
18.0,10.162930721391099,0.0242,40 cm
19.0,10.285566502855037,0.0248,40 cm
20.0,10.48000535778554,0.0255,40 cm
21.0,10.538128099231301,0.0263,40 cm
22.0,10.491419517794055,0.0269,40 cm
23.0,11.848236594909919,0.0263,40 cm
24.0,12.704015470619877,0.0259,40 cm
25.0,13.031234907839933,0.0263,40 cm
26.0,13.723105898062181,0.0263,40 cm
27.0,13.812413083344765,0.0266,40 cm
28.0,16.191287982067717,0.0255,40 cm
29.0,16.6820171811261,0.0257,40 cm
30.0,17.76075047420075,0.0259,40 cm
31.0,17.855753694084584,0.027,40 cm
32.0,17.430982351356796,0.0275,40 cm
33.0,18.515186528295978,0.0271,40 cm
34.0,19.28749910395914,0.0273,40 cm
35.0,18.747712245308442,0.0279,40 cm
36.0,19.113213998859255,0.028,40 cm
37.0,19.469378537222987,0.0283,40 cm
38.0,19.382001314430234,0.0288,40 cm
39.0,19.607679028334363,0.0292,40 cm
40.0,20.3483650843579,0.029,40 cm
41.0,20.088315814480566,0.0292,40 cm
42.0,20.62458496538163,0.0296,40 cm
43.0,21.14145703458369,0.0297,40 cm
44.0,20.674204450677543,0.0302,40 cm
46.0,21.16498751879194,0.0215,40 cm
48.0,21.39730381574647,0.0221,40 cm
50.0,21.2057742443347,0.0227,40 cm
52.0,20.576448899488764,0.0236,40 cm
54.0,21.48688268868681,0.0236,40 cm
56.0,22.69712594309473,0.0233,40 cm
58.0,24.293757105317102,0.0231,40 cm
60.0,16.1227133562763,0.0289,40 cm
62.0,27.41131005348975,0.0225,40 cm
64.0,76.24816538976911,0.0138,40 cm
66.0,55.089653058953495,0.0164,40 cm
