Cells,Value,Error
291.97,7.76032e-09,0.0032
296.44,9.56012e-09,0.003
300.91,1.35073e-08,0.0029
305.38,2.03564e-08,0.0028
309.85,3.1438e-08,0.0027
314.32,4.85343e-08,0.0026
318.79,7.48432e-08,0.0025
323.26,1.14414e-07,0.0024
327.73,1.73306e-07,0.0024
332.2,2.59432e-07,0.0023
336.67,3.83829e-07,0.0023
341.14,5.59885e-07,0.0022
345.61,8.03521e-07,0.0022
350.08,1.1336e-06,0.0021
354.55,1.5757e-06,0.0021
359.02,2.14843e-06,0.002
363.49,2.89315e-06,0.002
367.96,3.89941e-06,0.0018
372.43,5.39739e-06,0.0017
376.9,7.80754e-06,0.0015
377.0,8.16753e-06,0.0017
395.5,1.84115e-05,0.0013
400.5,4.07057e-05,0.0012
406.6,0.000121838,0.0011
412.7,0.000282602,0.001
418.8,0.00063999,0.0009
424.9,0.00134501,0.0008
431.0,0.00213078,0.0008
436.0,0.0028521,0.0007
447.9,0.00956129,0.0005
451.0,0.0183043,0.0006
455.2,0.0296293,0.0005
458.2,0.0378371,0.0005
465.2,0.0715782,0.0004
468.2,0.121529,0.0004
473.7,0.211325,0.0003
476.7,0.314352,0.0003
481.7,0.544997,0.0002
484.7,0.813423,0.0003
487.0,1.17278,0.0002
489.0,1.33773,0.0003
490.0,1.69552,0.0002
493.6,1.64496,0.0003
493.7,1.95393,0.0003
494.2,2.00945,0.0003
495.0,1.31062,0.0003
1132.1,1.52895,0.0002
1132.6,2.37802,0.0002
1132.7,2.35486,0.0002
1136.3,2.02418,0.0002
1137.3,2.13151,0.0001
1139.3,1.71365,0.0001
1141.6,1.54351,0.0001
1144.6,1.09555,0.0001
1149.6,0.752932,0.0001
1152.6,0.445878,0.0002
1158.1,0.302289,0.0001
1161.1,0.17532,0.0002
1168.1,0.103242,0.0002
1171.1,0.054609,0.0003
1175.3,0.0426532,0.0002
1178.4,0.0261121,0.0003
1185.3,0.0135358,0.0003
1227.8,0.00389044,0.0004
1232.49,0.0030068,0.0004
1237.18,0.0022516,0.0004
1241.87,0.00133884,0.0004
1246.56,0.000723383,0.0005
1251.25,0.000378874,0.0005
1255.94,0.000197834,0.0006
1260.63,0.000103973,0.0007
1265.32,5.52121e-05,0.0008
1270.01,2.9653e-05,0.0008
1274.7,1.56306e-05,0.001
1279.7,5.97412e-06,0.0011
1284.7,2.74573e-06,0.0013
1300.1,1.1829e-06,0.0018
1304.57,1.12737e-06,0.0015
1309.04,7.81968e-07,0.0016
1313.51,5.60578e-07,0.0018
1317.98,4.12149e-07,0.0018
1322.45,3.03432e-07,0.0019
1326.92,2.21001e-07,0.002
1331.39,1.57818e-07,0.002
1335.86,1.10868e-07,0.002
1340.33,7.68625e-08,0.0021
1344.8,5.23617e-08,0.0021
1349.27,3.51353e-08,0.0022
1353.74,2.33055e-08,0.0023
1358.21,1.52497e-08,0.0024
1362.68,9.88508e-09,0.0024
1367.15,6.32336e-09,0.0026
1371.62,4.00677e-09,0.0027
1376.09,2.49847e-09,0.0028
1380.56,1.51234e-09,0.0029
1385.03,8.55181e-10,0.0031
1389.5,3.96611e-10,0.0034
