Cells,Energy,Value,Error
291.97,1.00001e-07,28247.0,0.0046
291.97,4.13994e-07,79407.9,0.0038
291.97,5.31579e-07,21697.2,0.0046
291.97,6.8256e-07,24078.8,0.0044
291.97,8.76425e-07,26446.9,0.0043
291.97,1.12535e-06,28885.9,0.0042
291.97,1.44498e-06,31222.5,0.0041
291.97,1.85539e-06,33473.7,0.0041
291.97,2.38237e-06,35651.4,0.004
291.97,3.05902e-06,37532.5,0.004
291.97,3.92786e-06,39110.2,0.0039
291.97,5.04348e-06,40605.5,0.0039
291.97,6.47595e-06,41882.4,0.0039
291.97,8.31529e-06,42917.3,0.0039
291.97,1.0677e-05,43990.3,0.0039
291.97,1.37096e-05,44106.2,0.0039
291.97,1.76035e-05,44782.8,0.0039
291.97,2.26033e-05,45010.6,0.0039
291.97,2.90232e-05,44790.4,0.0039
291.97,3.72665e-05,43368.5,0.004
291.97,4.78512e-05,41419.9,0.0039
291.97,6.14421e-05,47805.0,0.0039
291.97,7.88932e-05,47422.3,0.0039
291.97,0.000101301,46815.1,0.004
291.97,0.000130073,45893.1,0.0039
291.97,0.000167017,46278.6,0.004
291.97,0.000214454,47722.8,0.004
291.97,0.000275364,51395.6,0.0039
291.97,0.000353575,36071.3,0.004
291.97,0.000453999,40012.5,0.004
291.97,0.000582947,45878.4,0.004
291.97,0.000748518,51548.3,0.004
291.97,0.000961117,53742.9,0.004
291.97,0.0012341,50056.1,0.004
291.97,0.00158461,60769.7,0.0039
291.97,0.00203468,62395.9,0.0039
291.97,0.00224867,13315.3,0.0044
291.97,0.00248517,16016.1,0.0043
291.97,0.00261259,6136.28,0.005
291.97,0.00274654,7629.57,0.005
291.97,0.00303539,21601.9,0.0044
291.97,0.00335463,23449.6,0.0043
291.97,0.00370744,23257.0,0.0043
291.97,0.00430742,29054.1,0.0042
291.97,0.00553084,49925.0,0.004
291.97,0.00710174,51282.7,0.004
291.97,0.00911882,38045.6,0.0041
291.97,0.0105946,30571.1,0.0043
291.97,0.0117088,22875.8,0.0045
291.97,0.0150344,53910.5,0.0041
291.97,0.0193045,47253.3,0.0042
291.97,0.0218749,31922.3,0.0045
291.97,0.0235786,24024.6,0.0048
291.97,0.0241755,10011.1,0.0059
291.97,0.0247875,12704.4,0.0056
291.97,0.0260584,16033.6,0.005
291.97,0.0270001,8619.29,0.0054
291.97,0.0285011,3910.84,0.0053
291.97,0.0318278,14057.4,0.0048
291.97,0.0343067,14412.2,0.005
291.97,0.0408677,38701.4,0.0045
291.97,0.0463092,33339.6,0.0046
291.97,0.0524752,33133.2,0.0046
291.97,0.0565622,16678.5,0.0051
291.97,0.0673795,47503.9,0.0045
291.97,0.0720245,22483.3,0.005
291.97,0.0794987,25439.4,0.0049
291.97,0.0825034,13403.9,0.0057
291.97,0.086517,7649.65,0.0059
291.97,0.0980365,30975.4,0.0048
291.97,0.11109,31306.6,0.0048
291.97,0.116786,16253.0,0.0056
291.97,0.122773,17800.6,0.0055
291.97,0.129068,18065.3,0.0055
291.97,0.135686,20410.4,0.0054
291.97,0.142642,11393.4,0.0059
