Cells,Value,Error
47,578.152,0.0003
45,308.66,0.0003
43,174.852,0.0003
41,68.0369,0.0004
39,21.4259,0.0005
37,6.13089,0.0006
35,1.91782,0.0008
33,0.632626,0.001
26,0.00517085,0.0021
30,0.114916,0.0013
29,0.0540152,0.0015
28,0.0245538,0.0017
27,0.0112199,0.0019
21,0.000949501,0.0026
55,903.099,0.0001
57,495.374,0.0001
59,281.653,0.0001
61,107.763,0.0002
63,32.9094,0.0002
65,9.12043,0.0003
67,2.77727,0.0004
69,0.893477,0.0005
72,0.165566,0.0007
73,0.0928433,0.0007
74,0.0503915,0.0008
75,0.0272122,0.0009
76,0.0147583,0.001
77,0.0080386,0.0012
78,0.00439514,0.0013
79,0.00240842,0.0014
80,0.00132301,0.0016
81,0.000727245,0.0018
86,0.000137294,0.0024
