Cells,Value,Error
291.97,1181920.0,0.0031
296.44,1454110.0,0.0029
300.91,2054240.0,0.0028
305.38,3098070.0,0.0027
309.85,4780450.0,0.0026
314.32,7397550.0,0.0025
318.79,11415700.0,0.0024
323.26,17468800.0,0.0023
327.73,26515000.0,0.0023
332.2,39797700.0,0.0022
336.67,59060900.0,0.0022
341.14,86566300.0,0.0021
345.61,125194000.0,0.0021
350.08,178534000.0,0.002
354.55,251569000.0,0.002
359.02,350727000.0,0.0019
363.49,487415000.0,0.0019
367.96,684064000.0,0.0018
372.43,990517000.0,0.0016
376.9,1431400000.0,0.0015
377.0,1535100000.0,0.0016
395.5,1697300000.0,0.0013
400.5,6701470000.0,0.0011
406.6,20496400000.0,0.001
412.7,46700900000.0,0.0009
418.8,103134000000.0,0.0008
424.9,210955000000.0,0.0008
431.0,340753000000.0,0.0007
436.0,483150000000.0,0.0006
447.9,1659540000000.0,0.0005
451.0,3573040000000.0,0.0005
455.2,4923080000000.0,0.0004
458.2,7436430000000.0,0.0005
465.2,12466200000000.0,0.0003
468.2,24248900000000.0,0.0004
473.7,36906900000000.0,0.0003
476.7,63469300000000.0,0.0003
481.7,94839900000000.0,0.0002
484.7,160302000000000.0,0.0002
487.0,193054000000000.0,0.0002
489.0,247355000000000.0,0.0002
490.0,267378000000000.0,0.0002
493.6,308152000000000.0,0.0002
493.7,309574000000000.0,0.0002
494.2,310515000000000.0,0.0002
495.0,321266000000000.0,0.0002
1132.1,364600000000000.0,0.0002
1132.6,363566000000000.0,0.0001
1132.7,369276000000000.0,0.0002
1136.3,371848000000000.0,0.0001
1137.3,334688000000000.0,0.0001
1139.3,314818000000000.0,0.0001
1141.6,254285000000000.0,0.0001
1144.6,215383000000000.0,0.0001
1149.6,131291000000000.0,0.0001
1152.6,89833900000000.0,0.0001
1158.1,52771200000000.0,0.0001
1161.1,34918000000000.0,0.0002
1168.1,17962500000000.0,0.0002
1171.1,10713600000000.0,0.0002
1175.3,7075090000000.0,0.0002
1178.4,5098030000000.0,0.0003
1185.3,2347080000000.0,0.0002
1227.8,659091000000.0,0.0003
1232.49,483054000000.0,0.0004
1237.18,351086000000.0,0.0004
1241.87,212014000000.0,0.0004
1246.56,117225000000.0,0.0004
1251.25,62659200000.0,0.0005
1255.94,33218400000.0,0.0005
1260.63,17647800000.0,0.0006
1265.32,9434730000.0,0.0007
1270.01,5083500000.0,0.0008
1274.7,2693470000.0,0.0009
1279.7,998773000.0,0.001
1284.7,255180000.0,0.0012
1300.1,225535000.0,0.0016
1304.57,208630000.0,0.0014
1309.04,144279000.0,0.0015
1313.51,98902100.0,0.0016
1317.98,69673500.0,0.0017
1322.45,49766600.0,0.0018
1326.92,35384500.0,0.0019
1331.39,24900200.0,0.0019
1335.86,17315100.0,0.0019
1340.33,11887900.0,0.002
1344.8,8061250.0,0.0021
1349.27,5390500.0,0.0021
1353.74,3562190.0,0.0022
1358.21,2327620.0,0.0023
1362.68,1507420.0,0.0023
1367.15,964043.0,0.0024
1371.62,609806.0,0.0025
1376.09,379678.0,0.0026
1380.56,230153.0,0.0027
1385.03,130868.0,0.0029
1389.5,60971.4,0.0031
