Cells,Value,Error
291.97,2923530.0,0.0032
296.44,3656350.0,0.0031
300.91,5275870.0,0.0029
305.38,8132400.0,0.0028
309.85,12840800.0,0.0026
314.32,20365000.0,0.0025
318.79,32206900.0,0.0024
323.26,50586800.0,0.0024
327.73,78825000.0,0.0023
332.2,121657000.0,0.0022
336.67,186003000.0,0.0021
341.14,280769000.0,0.0021
345.61,418211000.0,0.002
350.08,613188000.0,0.002
354.55,882478000.0,0.0019
359.02,1241700000.0,0.0019
363.49,1701490000.0,0.0019
367.96,2248590000.0,0.0018
372.43,2837670000.0,0.0018
376.9,3357750000.0,0.0017
377.0,3545180000.0,0.0018
395.5,3672860000.0,0.0017
400.5,5806900000.0,0.0015
406.6,11555000000.0,0.0013
412.7,25496700000.0,0.0011
418.8,65844900000.0,0.001
424.9,182469000000.0,0.0008
431.0,460846000000.0,0.0008
436.0,839164000000.0,0.0007
447.9,1572680000000.0,0.0006
451.0,3082410000000.0,0.0005
455.2,4061400000000.0,0.0005
458.2,7310200000000.0,0.0005
465.2,11153000000000.0,0.0004
468.2,22036100000000.0,0.0004
473.7,29728900000000.0,0.0003
476.7,51608300000000.0,0.0003
481.7,66533200000000.0,0.0003
484.7,107965000000000.0,0.0003
487.0,125687000000000.0,0.0002
489.0,168986000000000.0,0.0002
490.0,193141000000000.0,0.0002
493.6,264837000000000.0,0.0002
493.7,295178000000000.0,0.0002
494.2,308011000000000.0,0.0002
495.0,350827000000000.0,0.0002
1132.1,436259000000000.0,0.0001
1132.6,393908000000000.0,0.0001
1132.7,379085000000000.0,0.0001
1136.3,347917000000000.0,0.0001
1137.3,268035000000000.0,0.0001
1139.3,238622000000000.0,0.0001
1141.6,183407000000000.0,0.0001
1144.6,159367000000000.0,0.0001
1149.6,99772400000000.0,0.0001
1152.6,77447700000000.0,0.0001
1158.1,44562000000000.0,0.0002
1161.1,32877100000000.0,0.0002
1168.1,16514400000000.0,0.0002
1171.1,10740600000000.0,0.0002
1175.3,5921400000000.0,0.0002
1178.4,4450600000000.0,0.0003
1185.3,2230340000000.0,0.0003
1227.8,1162440000000.0,0.0004
1232.49,689190000000.0,0.0004
1237.18,346302000000.0,0.0004
1241.87,156552000000.0,0.0004
1246.56,71090000000.0,0.0005
1251.25,33643600000.0,0.0006
1255.94,16639200000.0,0.0007
1260.63,8528820000.0,0.0008
1265.32,4509170000.0,0.0009
1270.01,2487960000.0,0.0011
1274.7,1491690000.0,0.0012
1279.7,839803000.0,0.0014
1284.7,531508000.0,0.0015
1300.1,508555000.0,0.0016
1304.57,482079000.0,0.0016
1309.04,406204000.0,0.0016
1313.51,320478000.0,0.0017
1317.98,241048000.0,0.0017
1322.45,175149000.0,0.0017
1326.92,123725000.0,0.0018
1331.39,85402700.0,0.0018
1335.86,57919400.0,0.0019
1340.33,38669900.0,0.0019
1344.8,25441300.0,0.002
1349.27,16523900.0,0.0021
1353.74,10618200.0,0.0022
1358.21,6758370.0,0.0022
1362.68,4261100.0,0.0023
1367.15,2666290.0,0.0025
1371.62,1651940.0,0.0026
1376.09,1010340.0,0.0027
1380.56,600813.0,0.0028
1385.03,332127.0,0.003
1389.5,139014.0,0.0031
