Energy,Value,Error,Lower energy,Upper energy,Angle
0.1 - 1,1.1252394136848083e-06,0.002497507529800061,0.1,1.0,0 deg
1 - 3.5,2.69060691029874e-06,0.0009373833260690427,1.0,3.5,0 deg
3.5 - 10,4.088920684587275e-06,0.0013596559801489975,3.5,10.0,0 deg
10 - 20,0.00013733838650140367,0.00027993461230642607,10.0,20.0,0 deg
