Energy,Value,Error,Angle
0.011927,5.046394723808745e-07,0.0019,12.2 deg
0.0125385,1.0350691153097683e-06,0.0088,12.2 deg
0.0131815,1.0456000849249812e-06,0.0088,12.2 deg
0.013857,1.0672702614903748e-06,0.0087,12.2 deg
0.0145675,1.0690085513146143e-06,0.0087,12.2 deg
0.0153145,1.0809051170890568e-06,0.0087,12.2 deg
0.0160995,1.0715425216361522e-06,0.0087,12.2 deg
0.016925,1.0777563327662244e-06,0.0086,12.2 deg
0.017793,1.0810963694165644e-06,0.0086,12.2 deg
0.0187055,1.0791267203558958e-06,0.0086,12.2 deg
0.0196645,1.124576896037642e-06,0.0086,12.2 deg
0.0206725,1.125386046257052e-06,0.0085,12.2 deg
0.021732,1.112569337464547e-06,0.0085,12.2 deg
0.0228465,1.1245517673329056e-06,0.0085,12.2 deg
0.024018,1.1285952249669895e-06,0.0084,12.2 deg
0.025249,1.1366784311505663e-06,0.0084,12.2 deg
0.0265435,1.1539041793342448e-06,0.0084,12.2 deg
0.0279045,1.1565050016508981e-06,0.0083,12.2 deg
0.0293355,1.170873976406195e-06,0.0083,12.2 deg
0.0308395,1.2051174306810308e-06,0.0082,12.2 deg
0.0324205,1.1841418182969546e-06,0.0082,12.2 deg
0.034083,1.2099455512558035e-06,0.0081,12.2 deg
0.0358305,1.221833434238281e-06,0.0082,12.2 deg
0.0376675,1.2157845539491055e-06,0.0081,12.2 deg
0.039599,1.2670865841817946e-06,0.0081,12.2 deg
0.0416295,1.2644288749545424e-06,0.0081,12.2 deg
0.0437635,1.2610168123530595e-06,0.008,12.2 deg
0.046007,1.278752227757226e-06,0.008,12.2 deg
0.048366,1.2980343923999223e-06,0.008,12.2 deg
0.050846,1.2943928923909067e-06,0.008,12.2 deg
0.053453,1.308367813638578e-06,0.0079,12.2 deg
0.0561935,1.3321205266606898e-06,0.0078,12.2 deg
0.0590745,1.3580170587605498e-06,0.0079,12.2 deg
0.0621035,1.3699561084134247e-06,0.0078,12.2 deg
0.0652875,1.3816264756731731e-06,0.0078,12.2 deg
0.0686345,1.3993654930746778e-06,0.0077,12.2 deg
0.0721535,1.4269045777458064e-06,0.0077,12.2 deg
0.075853,1.4255242986403302e-06,0.0076,12.2 deg
0.079742,1.4284098146102379e-06,0.0076,12.2 deg
