Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,1.18755443102622e-07,0.006071783197880814,0.01,0.1,24.9 deg
0.1 - 1,1.528902454337701e-06,0.0016657782945028769,0.1,1.0,24.9 deg
1 - 3.5,1.358761986750324e-06,0.003025579636867613,1.0,3.5,24.9 deg
3.5 - 10,8.853571269931554e-08,0.024823411650197504,3.5,10.0,24.9 deg
10 - 20,3.2314853506156443e-07,0.02349148766147755,10.0,20.0,24.9 deg
