Energy,Value,Error,Angle
0.011927,1.293349939907329e-09,0.0485,24.9 deg
0.0125385,2.349598851620227e-08,0.104,24.9 deg
0.0131815,2.1586301166740562e-08,0.1012,24.9 deg
0.013857,2.7766623178597448e-08,0.1055,24.9 deg
0.0145675,2.1197140177536434e-08,0.093,24.9 deg
0.0153145,2.1060421220039665e-08,0.089,24.9 deg
0.0160995,2.2827222110465105e-08,0.0972,24.9 deg
0.016925,2.866253446839747e-08,0.0983,24.9 deg
0.017793,2.914424604139851e-08,0.1097,24.9 deg
0.0187055,2.9661998299907742e-08,0.1059,24.9 deg
0.0196645,2.5847153660154565e-08,0.0976,24.9 deg
0.0206725,3.257114746666112e-08,0.0967,24.9 deg
0.021732,2.817001497562995e-08,0.1005,24.9 deg
0.0228465,3.640478709109469e-08,0.0948,24.9 deg
0.024018,5.541737496963861e-08,0.0762,24.9 deg
0.025249,1.542496395150279e-07,0.0404,24.9 deg
0.0265435,1.8939366648574996e-07,0.0331,24.9 deg
0.0279045,1.6640858410406277e-08,0.0853,24.9 deg
0.0293355,7.722350573385769e-09,0.1467,24.9 deg
0.0308395,1.7285108988756826e-08,0.0874,24.9 deg
0.0324205,3.580266460096673e-08,0.0628,24.9 deg
0.034083,5.224646262533861e-08,0.0529,24.9 deg
0.0358305,5.533975911223865e-08,0.0549,24.9 deg
0.0376675,6.281250184287274e-08,0.0498,24.9 deg
0.039599,7.896558975255821e-08,0.0483,24.9 deg
0.0416295,7.728678512987629e-08,0.0468,24.9 deg
0.0437635,8.789326949190447e-08,0.0452,24.9 deg
0.046007,9.881419961855243e-08,0.0417,24.9 deg
0.048366,1.035652909735112e-07,0.0406,24.9 deg
0.050846,1.2618977319073558e-07,0.0368,24.9 deg
0.053453,1.0516845205200358e-07,0.0391,24.9 deg
0.0561935,1.0049215899055363e-07,0.0399,24.9 deg
0.0590745,1.3586170795528032e-07,0.0358,24.9 deg
0.0621035,1.4189191815577987e-07,0.035,24.9 deg
0.0652875,1.6699545919381526e-07,0.0328,24.9 deg
0.0686345,2.0632974714822897e-07,0.0306,24.9 deg
0.0721535,2.9447523000300616e-07,0.0265,24.9 deg
0.075853,1.6173266877781214e-07,0.0322,24.9 deg
0.079742,2.3515792057949033e-07,0.0278,24.9 deg
0.0838305,3.851343032479574e-07,0.0245,24.9 deg
0.088129,1.1467271276758974e-07,0.0354,24.9 deg
0.0926475,2.1039265801596535e-07,0.0266,24.9 deg
0.0973975,2.570373313678134e-07,0.0256,24.9 deg
0.102391,2.8694589877351817e-07,0.0245,24.9 deg
0.10764,3.2075764883525883e-07,0.0232,24.9 deg
0.11316,3.3787158367872614e-07,0.0226,24.9 deg
0.11896,3.592249594276658e-07,0.0215,24.9 deg
0.12506,4.829309576500789e-07,0.02,24.9 deg
0.131475,5.067798946872928e-07,0.0197,24.9 deg
0.138215,8.480504418890777e-07,0.016,24.9 deg
0.1453,3.706811963228889e-07,0.0212,24.9 deg
0.15275,3.955539604809818e-07,0.0195,24.9 deg
0.16058,5.407818044226615e-07,0.0179,24.9 deg
0.16881,8.352780278712536e-07,0.0159,24.9 deg
0.17747,6.093916848327688e-07,0.0166,24.9 deg
0.18657,1.3491131599117601e-06,0.0128,24.9 deg
0.196135,4.418772181604528e-07,0.018,24.9 deg
0.20619,7.338752052136101e-07,0.0149,24.9 deg
0.21676,9.847742320766493e-07,0.0133,24.9 deg
0.227875,9.676065536630648e-07,0.0141,24.9 deg
0.23956,1.0738926482732662e-06,0.0131,24.9 deg
0.251845,1.1047829986194296e-06,0.0132,24.9 deg
0.264755,1.1850761016731266e-06,0.0127,24.9 deg
0.278325,1.489514008567548e-06,0.0122,24.9 deg
0.292595,1.0728840459841767e-06,0.0134,24.9 deg
0.3076,1.747713187834595e-06,0.0111,24.9 deg
0.32337,1.7811889791921631e-06,0.011,24.9 deg
0.33995,1.4796474721354887e-06,0.0111,24.9 deg
0.35738,2.4412666105711052e-06,0.0093,24.9 deg
0.3757,2.2678140948639357e-06,0.0092,24.9 deg
0.394965,2.209006047889297e-06,0.0091,24.9 deg
0.415215,2.0213080967307944e-06,0.0095,24.9 deg
0.436505,2.1681537970082427e-06,0.0093,24.9 deg
0.458885,2.2359287631010255e-06,0.0094,24.9 deg
0.48241,2.8579406052606015e-06,0.0087,24.9 deg
0.507145,2.8399932362889305e-06,0.0086,24.9 deg
0.533145,2.7517740859771562e-06,0.0086,24.9 deg
0.56048,3.1097920854094424e-06,0.0085,24.9 deg
0.58922,3.2033111888469197e-06,0.0091,24.9 deg
0.61943,3.6897346874538692e-06,0.008,24.9 deg
0.65119,4.19381254802571e-06,0.0071,24.9 deg
0.68458,4.003295474883262e-06,0.0072,24.9 deg
0.719675,4.844841063129227e-06,0.0068,24.9 deg
0.75657,4.115083597587541e-06,0.0071,24.9 deg
0.79536,4.021497533396508e-06,0.0079,24.9 deg
0.83614,4.502310068659858e-06,0.0078,24.9 deg
0.87901,4.421661340080006e-06,0.0075,24.9 deg
0.92408,4.755234240909748e-06,0.0073,24.9 deg
0.97146,4.795541260551496e-06,0.0071,24.9 deg
1.02127,4.530906503191629e-06,0.0071,24.9 deg
1.07365,4.525991424126395e-06,0.0071,24.9 deg
1.1287,4.743045736376063e-06,0.007,24.9 deg
1.18655,5.0180451101644925e-06,0.0066,24.9 deg
1.2474,4.87994265378046e-06,0.0066,24.9 deg
1.31135,4.775905396203436e-06,0.0069,24.9 deg
1.37855,4.902523299450663e-06,0.007,24.9 deg
1.44925,4.628847708633089e-06,0.0069,24.9 deg
1.52355,4.726967698968718e-06,0.0071,24.9 deg
1.60165,4.516854080901095e-06,0.0073,24.9 deg
1.6838,4.7744651784012635e-06,0.0073,24.9 deg
1.77015,4.7991902761996326e-06,0.0071,24.9 deg
1.8609,4.557048855981883e-06,0.0072,24.9 deg
1.9563,4.2663128759306515e-06,0.0079,24.9 deg
2.0566,4.2534680786430975e-06,0.0079,24.9 deg
2.16205,4.185692978799394e-06,0.0084,24.9 deg
2.2729,4.162064681220553e-06,0.0084,24.9 deg
2.3894,3.922138655207494e-06,0.0086,24.9 deg
2.5119,3.837678709664858e-06,0.0089,24.9 deg
2.6407,3.609528311017789e-06,0.0093,24.9 deg
2.7761,3.628839981721085e-06,0.0093,24.9 deg
2.91845,3.5002287881052292e-06,0.0094,24.9 deg
3.06805,3.3160345628234214e-06,0.0097,24.9 deg
3.22535,3.119124238127037e-06,0.0106,24.9 deg
3.39075,3.0704665175216207e-06,0.0109,24.9 deg
3.5646,2.9656979021005852e-06,0.0111,24.9 deg
3.74735,2.77434213802241e-06,0.0112,24.9 deg
3.93945,2.6144280521913554e-06,0.0121,24.9 deg
4.14145,2.4661008668456925e-06,0.0134,24.9 deg
4.3538,2.3496962492567628e-06,0.0138,24.9 deg
4.577,2.3026224805705457e-06,0.0145,24.9 deg
4.81165,2.1409384737204323e-06,0.0151,24.9 deg
5.05835,2.0711282969898843e-06,0.0158,24.9 deg
5.3177,1.9504030963742516e-06,0.0167,24.9 deg
5.59035,1.8107991332451227e-06,0.0168,24.9 deg
5.877,1.8417671131815324e-06,0.0183,24.9 deg
6.1783,1.7785684929905824e-06,0.0188,24.9 deg
6.49505,1.6504045678722373e-06,0.0189,24.9 deg
6.8281,1.647496936849511e-06,0.0198,24.9 deg
7.1782,1.5716466951042312e-06,0.0205,24.9 deg
7.5462,1.5313047347598937e-06,0.0204,24.9 deg
7.9331,1.6010518607467257e-06,0.0214,24.9 deg
8.33985,1.6056546221060674e-06,0.0217,24.9 deg
8.76745,1.631438890896695e-06,0.0213,24.9 deg
9.21695,1.6713068321513798e-06,0.0211,24.9 deg
9.6895,1.8440879841541044e-06,0.0205,24.9 deg
10.1863,1.950590635778466e-06,0.0204,24.9 deg
10.7085,1.8074098858960793e-06,0.023,24.9 deg
11.2575,2.3968355754764442e-06,0.0217,24.9 deg
11.835,3.440644775741347e-06,0.0187,24.9 deg
12.442,4.6377399802933456e-06,0.0167,24.9 deg
13.0795,7.041027827050461e-06,0.0138,24.9 deg
13.75,2.146853220995894e-05,0.008,24.9 deg
14.455,0.00010452035703490599,0.0038,24.9 deg
15.196,0.0001127521563733716,0.0038,24.9 deg
15.9755,3.273804425771788e-05,0.0072,24.9 deg
16.7945,2.6954212845623286e-07,0.078,24.9 deg
17.6555,0.0,0.0,24.9 deg
18.561,0.0,0.0,24.9 deg
19.5125,0.0,0.0,24.9 deg
20.464,0.0,0.0,24.9 deg
