Energy,Value,Error,Angle
0.011927,2.400163417957018e-10,0.0781,0 deg
0.0125385,1.1424488908802056e-08,0.1608,0 deg
0.0131815,9.297822226985902e-09,0.1705,0 deg
0.013857,6.709195090896052e-09,0.1762,0 deg
0.0145675,6.6427478734321195e-09,0.1629,0 deg
0.0153145,1.0312341425375062e-08,0.1473,0 deg
0.0160995,1.2759930844236313e-08,0.1559,0 deg
0.016925,1.2238178070190574e-08,0.1425,0 deg
0.017793,8.859422910426197e-09,0.1501,0 deg
0.0187055,1.2554707163963997e-08,0.1453,0 deg
0.0196645,1.6082102247517864e-08,0.1291,0 deg
0.0206725,1.5411967392000782e-08,0.123,0 deg
0.021732,1.927880773184094e-08,0.1155,0 deg
0.0228465,2.3337950324595153e-08,0.1157,0 deg
0.024018,2.1788752470759545e-08,0.1059,0 deg
0.025249,2.5965427342622136e-08,0.1026,0 deg
0.0265435,2.252814539082897e-08,0.1063,0 deg
0.0279045,2.609039829900952e-08,0.0935,0 deg
0.0293355,3.163860615084844e-08,0.0915,0 deg
0.0308395,4.750894868950444e-08,0.0766,0 deg
0.0324205,2.7598379016322256e-07,0.0186,0 deg
0.034083,4.6731521576151696e-07,0.0121,0 deg
0.0358305,6.064927843408088e-07,0.0107,0 deg
0.0376675,5.830853678942713e-07,0.0108,0 deg
0.039599,3.542499899436136e-07,0.0157,0 deg
0.0416295,2.469303925818261e-07,0.0229,0 deg
0.0437635,2.252421558635633e-07,0.0218,0 deg
0.046007,2.641727535581066e-07,0.0211,0 deg
0.048366,2.412149764717894e-07,0.0224,0 deg
0.050846,2.002445020849558e-07,0.0264,0 deg
0.053453,1.9473211184184866e-07,0.0287,0 deg
0.0561935,2.5635456875385577e-07,0.0219,0 deg
0.0590745,3.085206910301533e-07,0.0194,0 deg
0.0621035,3.255805378386666e-07,0.0195,0 deg
0.0652875,3.0663275850068524e-07,0.0215,0 deg
0.0686345,3.0692434981587865e-07,0.0212,0 deg
0.0721535,3.014071647973909e-07,0.0228,0 deg
0.075853,4.2494556891901007e-07,0.0194,0 deg
0.079742,2.259357668266983e-07,0.0276,0 deg
0.0838305,3.466286728482933e-07,0.0212,0 deg
0.088129,4.536709276708632e-07,0.0182,0 deg
0.0926475,4.852029051460331e-07,0.0167,0 deg
0.0973975,5.523417542117998e-07,0.0162,0 deg
0.102391,4.969671438770312e-07,0.0175,0 deg
0.10764,5.023912330810443e-07,0.0174,0 deg
0.11316,6.11794494995749e-07,0.016,0 deg
0.11896,5.547793633727977e-07,0.0169,0 deg
0.12506,6.79620096193114e-07,0.0152,0 deg
0.131475,7.572641842900168e-07,0.0137,0 deg
0.138215,8.507087755461838e-07,0.0131,0 deg
0.1453,8.408080296142177e-07,0.0137,0 deg
0.15275,8.902019027496228e-07,0.0131,0 deg
0.16058,1.0322914220225491e-06,0.012,0 deg
0.16881,1.2101742794359508e-06,0.0113,0 deg
0.17747,1.282384060554977e-06,0.0106,0 deg
0.18657,1.4108590801152449e-06,0.0103,0 deg
0.196135,1.5210365752025278e-06,0.0096,0 deg
0.20619,1.7678711658545196e-06,0.0091,0 deg
0.21676,1.7468838522323854e-06,0.0091,0 deg
0.227875,1.980223271937506e-06,0.0088,0 deg
0.23956,2.0479066291449618e-06,0.0084,0 deg
0.251845,2.3253790395936063e-06,0.0079,0 deg
0.264755,2.585442735455714e-06,0.0076,0 deg
0.278325,2.6537760058516014e-06,0.0076,0 deg
0.292595,3.000185721338234e-06,0.0071,0 deg
0.3076,3.3769480555286305e-06,0.0066,0 deg
0.32337,3.5465569904037638e-06,0.0064,0 deg
0.33995,4.131986823986579e-06,0.0059,0 deg
0.35738,3.9301740488191604e-06,0.0065,0 deg
0.3757,4.066026583576159e-06,0.006,0 deg
0.394965,5.059852497294516e-06,0.0054,0 deg
0.415215,5.179491996343609e-06,0.0053,0 deg
0.436505,5.531566995259779e-06,0.0051,0 deg
0.458885,6.5593857076882636e-06,0.0047,0 deg
0.48241,7.41948039929691e-06,0.0044,0 deg
0.507145,8.771866691980715e-06,0.0041,0 deg
0.533145,7.81325107811284e-06,0.0045,0 deg
0.56048,8.304058865717038e-06,0.0043,0 deg
0.58922,8.337887964751875e-06,0.0043,0 deg
0.61943,8.986647060864501e-06,0.0042,0 deg
0.65119,9.328572012913105e-06,0.0041,0 deg
0.68458,1.0478690550266543e-05,0.0038,0 deg
0.719675,1.094690772090585e-05,0.0038,0 deg
0.75657,1.0617469733423137e-05,0.0038,0 deg
0.79536,1.2016772392133366e-05,0.0036,0 deg
0.83614,1.1490419442422037e-05,0.0038,0 deg
0.87901,1.2271448213075528e-05,0.0036,0 deg
0.92408,1.3793705131246144e-05,0.0034,0 deg
0.97146,1.4142570842331972e-05,0.0034,0 deg
1.02127,1.4039480430211366e-05,0.0034,0 deg
1.07365,1.4430422605692537e-05,0.0034,0 deg
1.1287,1.5549072016269324e-05,0.0033,0 deg
1.18655,1.532276446821502e-05,0.0034,0 deg
1.2474,1.582553647312582e-05,0.0033,0 deg
1.31135,1.5470253171300844e-05,0.0034,0 deg
1.37855,1.6292419749319283e-05,0.0034,0 deg
1.44925,1.5713912956974837e-05,0.0034,0 deg
1.52355,1.6088159178851875e-05,0.0035,0 deg
1.60165,1.688832903537245e-05,0.0034,0 deg
1.6838,1.679974462364326e-05,0.0035,0 deg
1.77015,1.541754348003421e-05,0.0037,0 deg
1.8609,1.7270097873735777e-05,0.0035,0 deg
1.9563,1.6425903635924564e-05,0.0036,0 deg
2.0566,1.6011876277181404e-05,0.0038,0 deg
2.16205,1.5218774572886071e-05,0.004,0 deg
2.2729,1.5219670253291822e-05,0.0041,0 deg
2.3894,1.3819881646109284e-05,0.0045,0 deg
2.5119,1.3818507518022417e-05,0.0046,0 deg
2.6407,1.4083225855600017e-05,0.0047,0 deg
2.7761,1.4081546229213351e-05,0.0048,0 deg
2.91845,1.628953935856677e-05,0.0045,0 deg
3.06805,1.7888766906799346e-05,0.0044,0 deg
3.22535,1.5748643360928414e-05,0.0048,0 deg
3.39075,1.0471915910640107e-05,0.0064,0 deg
3.5646,1.0361952912715367e-05,0.0066,0 deg
3.74735,9.677265558471857e-06,0.0069,0 deg
3.93945,8.798933311465321e-06,0.0075,0 deg
4.14145,8.27949715276174e-06,0.0078,0 deg
4.3538,8.192438799401534e-06,0.0082,0 deg
4.577,7.549274985943742e-06,0.0086,0 deg
4.81165,7.216174146113145e-06,0.0091,0 deg
5.05835,7.0279002885112e-06,0.0095,0 deg
5.3177,7.019044772737845e-06,0.01,0 deg
5.59035,6.69754364213722e-06,0.0097,0 deg
5.877,6.693813457933191e-06,0.01,0 deg
6.1783,6.492245230214885e-06,0.0098,0 deg
6.49505,6.363716928081163e-06,0.01,0 deg
6.8281,6.52982308998867e-06,0.0103,0 deg
7.1782,6.327920957703934e-06,0.0101,0 deg
7.5462,6.29583039627615e-06,0.0104,0 deg
7.9331,6.210890493851142e-06,0.0103,0 deg
8.33985,6.238171471390738e-06,0.0099,0 deg
8.76745,6.968132755060476e-06,0.01,0 deg
9.21695,7.64303819096248e-06,0.0097,0 deg
9.6895,8.286204598246472e-06,0.0093,0 deg
10.1863,9.171823118933928e-06,0.0091,0 deg
10.7085,1.0460646320292058e-05,0.0084,0 deg
11.2575,1.2991243244683979e-05,0.0077,0 deg
11.835,1.9609680285815406e-05,0.0068,0 deg
12.442,2.9519997514714875e-05,0.0057,0 deg
13.0795,5.4892431546835866e-05,0.0044,0 deg
13.75,0.00040862961813070914,0.0017,0 deg
14.455,0.0029217693459277177,0.0007,0 deg
15.196,0.003606907214805298,0.0006,0 deg
15.9755,0.0011407689854651998,0.0012,0 deg
16.7945,0.00010028712147722971,0.0041,0 deg
17.6555,2.3480726493858773e-05,0.0093,0 deg
18.561,4.711242538790588e-06,0.0229,0 deg
19.5125,7.404823973730319e-07,0.0484,0 deg
20.464,1.3506270558377777e-07,0.1512,0 deg
