Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,9.401857532157653e-07,0.002387592801566914,0.01,0.1,24.9 deg
0.1 - 1,2.4407493200141776e-06,0.0012349665755384224,0.1,1.0,24.9 deg
1 - 3.5,3.737228923379779e-06,0.0018769492589440137,1.0,3.5,24.9 deg
3.5 - 10,3.6474788544093244e-06,0.002771270159803716,3.5,10.0,24.9 deg
10 - 20,3.578085704246056e-05,0.0014813408573798139,10.0,20.0,24.9 deg
