Energy,Value,Error,Angle
0.011927,4.92792874539463e-07,0.0019,0 deg
0.0125385,1.0038325988006307e-06,0.0089,0 deg
0.0131815,1.011859116930504e-06,0.0089,0 deg
0.013857,1.0386126139831238e-06,0.0088,0 deg
0.0145675,1.0469376548234696e-06,0.0088,0 deg
0.0153145,1.0479817737573313e-06,0.0088,0 deg
0.0160995,1.0605759167575214e-06,0.0087,0 deg
0.016925,1.0454946576656343e-06,0.0087,0 deg
0.017793,1.0608137656951082e-06,0.0087,0 deg
0.0187055,1.0587278105932678e-06,0.0087,0 deg
0.0196645,1.097343469775993e-06,0.0087,0 deg
0.0206725,1.0867538059516762e-06,0.0086,0 deg
0.021732,1.0917196289416248e-06,0.0086,0 deg
0.0228465,1.0978742254601226e-06,0.0086,0 deg
0.024018,1.1058677779397322e-06,0.0086,0 deg
0.025249,1.1120120454369376e-06,0.0085,0 deg
0.0265435,1.1334895038719905e-06,0.0085,0 deg
0.0279045,1.128894696659627e-06,0.0084,0 deg
0.0293355,1.149900347551503e-06,0.0085,0 deg
0.0308395,1.1667398565359907e-06,0.0083,0 deg
0.0324205,1.1709843980624687e-06,0.0084,0 deg
0.034083,1.1794163061787754e-06,0.0083,0 deg
0.0358305,1.1890759319886e-06,0.0083,0 deg
0.0376675,1.1920276833488005e-06,0.0083,0 deg
0.039599,1.2349945711157243e-06,0.0082,0 deg
0.0416295,1.2345979685085106e-06,0.0082,0 deg
0.0437635,1.2393269455132568e-06,0.0081,0 deg
0.046007,1.2392950369199575e-06,0.0081,0 deg
0.048366,1.2695744009380098e-06,0.0081,0 deg
0.050846,1.2666693149533124e-06,0.008,0 deg
0.053453,1.2828784796497524e-06,0.008,0 deg
0.0561935,1.2945572710938688e-06,0.008,0 deg
0.0590745,1.3241478851071536e-06,0.0079,0 deg
0.0621035,1.3278666243879177e-06,0.0079,0 deg
0.0652875,1.3693980466271608e-06,0.0078,0 deg
0.0686345,1.371374542829488e-06,0.0078,0 deg
0.0721535,1.3899629252394356e-06,0.0077,0 deg
0.075853,1.384963485179958e-06,0.0077,0 deg
0.079742,1.4123255464514973e-06,0.0077,0 deg
0.0838305,1.4370042067642592e-06,0.0077,0 deg
0.088129,1.4584775295352664e-06,0.0077,0 deg
0.0926475,1.489816497244663e-06,0.0076,0 deg
0.0973975,1.524097471191851e-06,0.0076,0 deg
0.102391,1.5354569686635865e-06,0.0075,0 deg
0.10764,1.5473709186583997e-06,0.0075,0 deg
0.11316,1.575373674020205e-06,0.0075,0 deg
0.11896,1.587404326384365e-06,0.0075,0 deg
0.12506,1.6280522146151532e-06,0.0074,0 deg
0.131475,1.6532262975259764e-06,0.0073,0 deg
0.138215,1.6747362022194267e-06,0.0073,0 deg
0.1453,1.7430941989695705e-06,0.0073,0 deg
0.15275,1.7478971236292458e-06,0.0073,0 deg
0.16058,1.7776335184475669e-06,0.0072,0 deg
0.16881,1.8156735711443967e-06,0.0072,0 deg
0.17747,1.8475982713369724e-06,0.0072,0 deg
0.18657,1.89291961414591e-06,0.0072,0 deg
0.196135,1.9172967770379754e-06,0.0071,0 deg
0.20619,1.9407728842766367e-06,0.0071,0 deg
0.21676,1.9876131099387897e-06,0.0069,0 deg
0.227875,2.050834117522529e-06,0.007,0 deg
0.23956,2.0932605749397727e-06,0.0069,0 deg
0.251845,2.1620514160648975e-06,0.0068,0 deg
0.264755,2.239760866262063e-06,0.0067,0 deg
0.278325,2.294025386639676e-06,0.0066,0 deg
0.292595,2.390624558908335e-06,0.0066,0 deg
0.3076,2.418155871173701e-06,0.0066,0 deg
0.32337,2.485992101441287e-06,0.0066,0 deg
0.33995,2.5221909166448994e-06,0.0066,0 deg
0.35738,2.5997831438841207e-06,0.0065,0 deg
0.3757,2.6271565404640956e-06,0.0064,0 deg
0.394965,2.6835072021505697e-06,0.0063,0 deg
0.415215,2.7858987247479075e-06,0.0064,0 deg
0.436505,2.8219897075315787e-06,0.0064,0 deg
0.458885,2.8234710658096984e-06,0.0064,0 deg
0.48241,2.823156946629366e-06,0.0065,0 deg
0.507145,2.805775004601124e-06,0.0066,0 deg
0.533145,2.755274332853831e-06,0.0066,0 deg
0.56048,2.7402530259065146e-06,0.0067,0 deg
0.58922,2.5530901113093377e-06,0.0069,0 deg
0.61943,1.6468776287960744e-06,0.009,0 deg
0.65119,1.5686548470212903e-06,0.0095,0 deg
0.68458,2.6254071726994545e-06,0.0072,0 deg
0.719675,2.9172578368432263e-06,0.0069,0 deg
0.75657,3.0943284453981473e-06,0.0067,0 deg
0.79536,3.04077325751981e-06,0.0069,0 deg
0.83614,2.5010989315366603e-06,0.0077,0 deg
0.87901,2.944967571897744e-06,0.0071,0 deg
0.92408,2.9107018117720958e-06,0.0072,0 deg
0.97146,2.892296323189607e-06,0.0072,0 deg
1.02127,2.8965762988667634e-06,0.0073,0 deg
1.07365,2.973342665611918e-06,0.0074,0 deg
1.1287,3.0699283732635276e-06,0.0073,0 deg
1.18655,3.218668032817544e-06,0.0071,0 deg
1.2474,3.363869784558249e-06,0.007,0 deg
1.31135,3.5700430382249514e-06,0.0069,0 deg
1.37855,3.7873475227217732e-06,0.0066,0 deg
1.44925,4.0593067142769195e-06,0.0067,0 deg
1.52355,4.263179471275341e-06,0.0064,0 deg
1.60165,4.46738538410757e-06,0.0065,0 deg
1.6838,4.620862920711537e-06,0.0062,0 deg
1.77015,4.685655582711106e-06,0.0061,0 deg
1.8609,4.715981720302537e-06,0.0061,0 deg
1.9563,4.614709858827231e-06,0.0063,0 deg
2.0566,4.378030072313052e-06,0.0065,0 deg
2.16205,4.101617538834595e-06,0.0074,0 deg
2.2729,3.6384415761132722e-06,0.0075,0 deg
2.3894,3.2673118883853318e-06,0.0078,0 deg
2.5119,2.933027153488942e-06,0.0085,0 deg
2.6407,2.714490558374129e-06,0.0101,0 deg
2.7761,1.8617171232131095e-06,0.0134,0 deg
2.91845,1.9320020649185316e-06,0.0143,0 deg
3.06805,2.218484674583483e-06,0.0122,0 deg
3.22535,2.5547162332028608e-06,0.0111,0 deg
3.39075,2.581920947222843e-06,0.0106,0 deg
3.5646,2.54456388007214e-06,0.0112,0 deg
3.74735,2.6895171806847244e-06,0.0116,0 deg
3.93945,2.722184870556592e-06,0.0111,0 deg
4.14145,2.984010646110269e-06,0.0106,0 deg
4.3538,3.08729112435539e-06,0.0103,0 deg
4.577,3.001956124783821e-06,0.0113,0 deg
4.81165,3.1338119668909795e-06,0.0112,0 deg
5.05835,3.278281475912752e-06,0.0113,0 deg
5.3177,3.2665449905016564e-06,0.0108,0 deg
5.59035,3.3590316121855826e-06,0.0108,0 deg
5.877,3.3773939664468226e-06,0.0107,0 deg
6.1783,3.567033634193562e-06,0.0114,0 deg
6.49505,3.5756605516074963e-06,0.0113,0 deg
6.8281,3.7591412284165066e-06,0.0114,0 deg
7.1782,3.8535100717873165e-06,0.012,0 deg
7.5462,3.885111987469578e-06,0.0113,0 deg
7.9331,4.064599956124832e-06,0.0119,0 deg
8.33985,3.933353737670055e-06,0.0117,0 deg
8.76745,3.959999052559153e-06,0.0128,0 deg
9.21695,3.956484007928091e-06,0.0121,0 deg
