Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,8.151594508758741e-08,0.0063683134449987345,0.01,0.1,0 deg
0.1 - 1,6.794507420204363e-07,0.0018581241587603168,0.1,1.0,0 deg
1 - 3.5,5.7649023651090645e-06,0.000994951745273509,1.0,3.5,0 deg
3.5 - 10,5.663113646837121e-06,0.0013738837610562794,3.5,10.0,0 deg
10 - 20,0.00024038488587574953,0.00030758938922204054,10.0,20.0,0 deg
