Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,1.6329072534344434e-07,0.005226317098201008,0.01,0.1,0 deg
0.1 - 1,3.6405870191315776e-06,0.0010898916205794656,0.1,1.0,0 deg
1 - 3.5,6.425390279270345e-06,0.0014093900575959497,1.0,3.5,0 deg
3.5 - 10,1.199772962111532e-06,0.0061029745517001775,3.5,10.0,0 deg
10 - 20,6.858646419306696e-05,0.001378811870478311,10.0,20.0,0 deg
