Value,Error,Energy,Angle
4.9914520408891134e-05,0.008258366512862264,0.01 - 0.1,24.9 deg
0.000101446617018171,0.00698011346200961,0.1 - 1,24.9 deg
7.564482947885971e-05,0.008325122882356603,1 - 3.5,24.9 deg
6.144732709625131e-05,0.012822282726826197,3.5 - 10,24.9 deg
0.00020812670432565882,0.0057695520852831675,10 - 20,24.9 deg
