Value,Error,Energy,Angle
5.4917753678058915e-06,0.03577507654357452,0.01 - 0.1,0 deg
7.641945680922596e-05,0.010218384254945045,0.1 - 1,0 deg
3.919650751153182e-05,0.013875005072604555,1 - 3.5,0 deg
2.631280420852879e-06,0.09035561142926608,3.5 - 10,0 deg
4.603364422334215e-05,0.014454006423605179,10 - 20,0 deg
