Energy,Value,Error,Angle
0.488405,1.7158809048571387e-08,0.0057,66.8 deg
0.50077,5.658402233450508e-07,0.0185,66.8 deg
0.513445,5.667906476868037e-07,0.0181,66.8 deg
0.52644,5.975006591091519e-07,0.0179,66.8 deg
0.53977,6.133507346765719e-07,0.0175,66.8 deg
0.553435,6.322219607357692e-07,0.0171,66.8 deg
0.567445,6.484805127098536e-07,0.017,66.8 deg
0.58181,6.561892284875549e-07,0.0168,66.8 deg
0.596535,6.980160411126557e-07,0.0166,66.8 deg
0.61164,7.218839399558112e-07,0.0163,66.8 deg
0.627125,7.340290232793392e-07,0.0162,66.8 deg
0.643,7.449105211438798e-07,0.0159,66.8 deg
0.65928,7.5807064929407e-07,0.0158,66.8 deg
0.67597,7.72112699208821e-07,0.0156,66.8 deg
0.69308,8.00036443712228e-07,0.0155,66.8 deg
0.710625,8.474232581289651e-07,0.0152,66.8 deg
0.728615,8.308358178119234e-07,0.0152,66.8 deg
0.74706,8.6863090893402e-07,0.0149,66.8 deg
0.76597,8.824521996711432e-07,0.0149,66.8 deg
0.78536,9.014685981362617e-07,0.0147,66.8 deg
0.805245,9.293336433315575e-07,0.0144,66.8 deg
0.82563,9.411102653944924e-07,0.0144,66.8 deg
0.84653,9.746905075770718e-07,0.0142,66.8 deg
0.86796,1.0016364144078407e-06,0.014,66.8 deg
0.88993,1.0361289873181523e-06,0.0138,66.8 deg
0.912455,1.0303824593356772e-06,0.0138,66.8 deg
0.935555,1.0593505536000289e-06,0.0136,66.8 deg
0.95924,1.0923882163927547e-06,0.0135,66.8 deg
0.983525,1.116617717736787e-06,0.0135,66.8 deg
1.00841,1.1306414444288591e-06,0.0133,66.8 deg
1.03395,1.131843456863243e-06,0.0132,66.8 deg
1.06015,1.1624605712448212e-06,0.0131,66.8 deg
1.087,1.2130725147563019e-06,0.0129,66.8 deg
1.1145,1.2229376825045117e-06,0.0128,66.8 deg
1.1427,1.2829993610450176e-06,0.0126,66.8 deg
1.17165,1.2425732539344017e-06,0.0128,66.8 deg
1.2013,1.3265100498259654e-06,0.0124,66.8 deg
1.2317,1.3041201676582394e-06,0.0126,66.8 deg
1.2629,1.3719224789573367e-06,0.0123,66.8 deg
1.29485,1.3657794645237293e-06,0.0123,66.8 deg
1.3276,1.3704651593907562e-06,0.0123,66.8 deg
1.3612,1.423261394678848e-06,0.0121,66.8 deg
1.39565,1.4721532876493134e-06,0.012,66.8 deg
1.431,1.4747427402207455e-06,0.0118,66.8 deg
1.46725,1.5062319189710024e-06,0.0117,66.8 deg
1.5044,1.5744285261481251e-06,0.0118,66.8 deg
1.5425,1.5943372719191204e-06,0.0117,66.8 deg
1.58155,1.6067380275260794e-06,0.0115,66.8 deg
1.62155,1.5726203241315743e-06,0.0114,66.8 deg
1.6626,1.6036097254148183e-06,0.0114,66.8 deg
1.7047,1.6414012317475089e-06,0.0113,66.8 deg
1.74785,1.6389637611933211e-06,0.0114,66.8 deg
1.7921,1.6502547285196172e-06,0.0113,66.8 deg
1.83745,1.6844237071946035e-06,0.0112,66.8 deg
1.88395,1.7063771614999012e-06,0.0112,66.8 deg
1.93165,1.7452741012328398e-06,0.0111,66.8 deg
1.98055,1.817690258475969e-06,0.011,66.8 deg
2.0307,1.9123267787753454e-06,0.0112,66.8 deg
2.0821,1.659592420326603e-06,0.0126,66.8 deg
2.1348,1.7623563950719734e-06,0.0118,66.8 deg
2.18885,1.7984807103586398e-06,0.0112,66.8 deg
2.24425,1.7584648066566182e-06,0.0111,66.8 deg
2.3011,1.7596902574372219e-06,0.0113,66.8 deg
2.35935,1.7587982385051605e-06,0.0116,66.8 deg
2.41905,1.8130843419593952e-06,0.0116,66.8 deg
2.4803,1.8201276775123764e-06,0.0117,66.8 deg
2.5431,1.8496666935620195e-06,0.0116,66.8 deg
2.6075,1.903023527520511e-06,0.0114,66.8 deg
2.6735,1.7924260991097688e-06,0.0116,66.8 deg
2.74115,1.7560320905612999e-06,0.0118,66.8 deg
2.81055,1.6336106181029904e-06,0.0125,66.8 deg
2.8817,1.4069725163051378e-06,0.0136,66.8 deg
2.95465,1.130272918013631e-06,0.0154,66.8 deg
3.02945,1.6080551156057836e-06,0.012,66.8 deg
3.10615,1.7564219862731132e-06,0.0115,66.8 deg
3.1848,1.5329122604325939e-06,0.0124,66.8 deg
3.2654,1.4566090179234876e-06,0.0129,66.8 deg
3.34805,1.4059870757011203e-06,0.0135,66.8 deg
3.43285,1.4220677037376496e-06,0.0136,66.8 deg
3.51975,1.400807941137912e-06,0.0138,66.8 deg
3.60885,1.5167566771732086e-06,0.0134,66.8 deg
3.70025,1.582717492918524e-06,0.0132,66.8 deg
3.7939,1.7801500629824674e-06,0.0126,66.8 deg
3.8899,1.925079917164441e-06,0.0122,66.8 deg
3.98835,2.052263311889003e-06,0.0117,66.8 deg
4.08935,2.1506555146081076e-06,0.0118,66.8 deg
4.1929,2.1929823323055653e-06,0.0123,66.8 deg
4.29905,1.9219965682781375e-06,0.0137,66.8 deg
4.4079,1.8275243858372784e-06,0.0142,66.8 deg
4.51945,1.7735012341510076e-06,0.0142,66.8 deg
4.63385,1.7323678425214936e-06,0.0145,66.8 deg
4.75115,1.5787260112714612e-06,0.0155,66.8 deg
4.8714,1.459202745550248e-06,0.016,66.8 deg
4.99475,1.239802909321637e-06,0.0166,66.8 deg
5.1212,1.130435529364177e-06,0.0169,66.8 deg
5.25085,1.065773624274687e-06,0.0173,66.8 deg
5.3838,1.0137544856513583e-06,0.0179,66.8 deg
5.5201,1.0542034187812305e-06,0.0175,66.8 deg
5.6598,1.2116756333354911e-06,0.0164,66.8 deg
5.80305,1.2349627688522135e-06,0.0157,66.8 deg
5.95,1.10990755801933e-06,0.0159,66.8 deg
6.10065,9.87069989362165e-07,0.0164,66.8 deg
6.25505,9.612098182054324e-07,0.0189,66.8 deg
6.4134,7.694752564501486e-07,0.0214,66.8 deg
6.57575,9.839758767930513e-07,0.0194,66.8 deg
6.7422,1.058391863074378e-06,0.0181,66.8 deg
6.9129,1.0951747606631138e-06,0.0179,66.8 deg
7.0879,1.1710059256462892e-06,0.0187,66.8 deg
7.26735,1.2440341948896544e-06,0.0202,66.8 deg
7.4513,9.918109355345857e-07,0.0229,66.8 deg
7.6399,9.816650556287674e-07,0.0221,66.8 deg
7.8333,1.0649551322338256e-06,0.0221,66.8 deg
8.0316,1.2441337847911877e-06,0.0196,66.8 deg
8.23495,1.547445435507812e-06,0.0168,66.8 deg
8.44345,2.2697439969188207e-06,0.0125,66.8 deg
8.6572,2.8200283164887498e-06,0.0106,66.8 deg
8.87635,3.487062676431376e-06,0.0096,66.8 deg
9.10105,4.103705873589152e-06,0.009,66.8 deg
9.33145,4.347451496403665e-06,0.0091,66.8 deg
9.56765,4.557590296921536e-06,0.0099,66.8 deg
9.80985,3.7795517483142358e-06,0.0115,66.8 deg
10.0582,2.7393442073653267e-06,0.014,66.8 deg
10.313,1.7634199494898137e-06,0.0177,66.8 deg
10.574,1.3641261852510928e-06,0.0211,66.8 deg
10.8415,1.3068379332595398e-06,0.022,66.8 deg
11.116,1.510717277848336e-06,0.0206,66.8 deg
11.3975,1.979045444323345e-06,0.0189,66.8 deg
