Value,Error,Energy,Angle
9.765648690098714e-07,0.07288976007934497,0.01 - 0.1,66.8 deg
9.556319757596889e-06,0.025753195832053283,0.1 - 1,66.8 deg
1.3425700369257043e-05,0.0174885777239112,1 - 3.5,66.8 deg
8.598292521951316e-06,0.023088426133316513,3.5 - 10,66.8 deg
1.0869362402202608e-05,0.014987726205668201,10 - 20,66.8 deg
