Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,6.711609897510945e-08,0.007665106183157813,0.01,0.1,24.9 deg
0.1 - 1,3.724310917365161e-07,0.0032186556517280586,0.1,1.0,24.9 deg
1 - 3.5,1.3470117192454666e-06,0.002687716867913648,1.0,3.5,24.9 deg
3.5 - 10,1.6916580995547852e-06,0.0030273975142569723,3.5,10.0,24.9 deg
10 - 20,5.3886218664016875e-06,0.003727395752253663,10.0,20.0,24.9 deg
