Energy,Value,Error,Angle
0.488405,6.352793550725779e-08,0.0038,0 deg
0.50077,2.3763601511075422e-07,0.0253,0 deg
0.513445,2.380500717085434e-07,0.0258,0 deg
0.52644,2.541968376382121e-07,0.0251,0 deg
0.53977,2.429104535050528e-07,0.0252,0 deg
0.553435,2.552626715019191e-07,0.0252,0 deg
0.567445,2.644243021804149e-07,0.0247,0 deg
0.58181,2.707700563625424e-07,0.0245,0 deg
0.596535,2.7877671299780444e-07,0.0238,0 deg
0.61164,2.8002485646061676e-07,0.0233,0 deg
0.627125,2.655806615024889e-07,0.024,0 deg
0.643,2.806890078785994e-07,0.0237,0 deg
0.65928,2.8858757161785854e-07,0.0229,0 deg
0.67597,2.864078080797862e-07,0.0234,0 deg
0.69308,2.991206498099377e-07,0.0233,0 deg
0.710625,2.871225250069105e-07,0.0228,0 deg
0.728615,3.0026910603476447e-07,0.0231,0 deg
0.74706,3.2223759524526005e-07,0.0225,0 deg
0.76597,3.142886126388819e-07,0.0219,0 deg
0.78536,3.1969774207218007e-07,0.0223,0 deg
0.805245,3.3158127200930727e-07,0.0224,0 deg
0.82563,3.3639875017205064e-07,0.022,0 deg
0.84653,3.4509224994179924e-07,0.0214,0 deg
0.86796,3.4554494296258766e-07,0.0213,0 deg
0.88993,3.573547482328324e-07,0.0209,0 deg
0.912455,3.5259056136427693e-07,0.021,0 deg
0.935555,3.5937002599258344e-07,0.0206,0 deg
0.95924,3.708245057252408e-07,0.0205,0 deg
0.983525,3.8278756406826694e-07,0.02,0 deg
1.00841,3.9392077157938034e-07,0.0196,0 deg
1.03395,3.985161111283085e-07,0.0197,0 deg
1.06015,3.874138604582045e-07,0.0192,0 deg
1.087,4.1894430302075634e-07,0.0192,0 deg
1.1145,4.282095029905715e-07,0.019,0 deg
1.1427,4.2955802759812997e-07,0.0188,0 deg
1.17165,4.5018754221195074e-07,0.0182,0 deg
1.2013,4.712801562491022e-07,0.0185,0 deg
1.2317,4.7196943287100955e-07,0.0181,0 deg
1.2629,4.852343629736164e-07,0.0178,0 deg
1.29485,4.837018029189435e-07,0.0172,0 deg
1.3276,4.929469263467607e-07,0.0172,0 deg
