Energy,Value,Error,Lower energy,Upper energy,Angle
0.1 - 1,3.948540632727665e-07,0.0035742597137746637,0.1,1.0,66.8 deg
1 - 3.5,2.1733559886992037e-07,0.003947564743246038,1.0,3.5,66.8 deg
3.5 - 10,1.7909414901098976e-07,0.006399591961266249,3.5,10.0,66.8 deg
10 - 20,1.259404243835779e-07,0.012954583990527659,10.0,20.0,66.8 deg
