Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,2.718325359199303e-07,0.0034516291281387096,0.01,0.1,0 deg
0.1 - 1,1.6553723037630455e-06,0.0012351654861281359,0.1,1.0,0 deg
1 - 3.5,3.1103191888565206e-07,0.00402652554748995,1.0,3.5,0 deg
3.5 - 10,3.1378428051066944e-08,0.02874947978483404,3.5,10.0,0 deg
10 - 20,6.475623124000887e-07,0.008053779498314314,10.0,20.0,0 deg
