Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,4.303651852064528e-08,0.010371335783209291,0.01,0.1,41.8 deg
0.1 - 1,3.3415705779607845e-07,0.0028984451435224014,0.1,1.0,41.8 deg
1 - 3.5,9.96385853821329e-07,0.0023670654077844917,1.0,3.5,41.8 deg
3.5 - 10,8.567378977934017e-07,0.003210289351766647,3.5,10.0,41.8 deg
10 - 20,2.182972313726581e-06,0.0036056965270949318,10.0,20.0,41.8 deg
