Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,9.301893799785573e-07,0.0024554021449205497,0.01,0.1,0 deg
0.1 - 1,2.932148227895028e-06,0.0010955721722511324,0.1,1.0,0 deg
1 - 3.5,8.0213154864157e-06,0.0009786382190955793,1.0,3.5,0 deg
3.5 - 10,6.521108519473409e-06,0.0016830203120335966,3.5,10.0,0 deg
10 - 20,0.0005382131066285665,0.00018751087080213136,10.0,20.0,0 deg
