Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,5.970781597531845e-08,0.008548360218464886,0.01,0.1,0 deg
0.1 - 1,1.7862000594523243e-06,0.0009578406835588693,0.1,1.0,0 deg
1 - 3.5,8.540860696777182e-06,0.0006297038365574208,1.0,3.5,0 deg
3.5 - 10,5.57869267881616e-06,0.001091836809184956,3.5,10.0,0 deg
10 - 20,0.00031920309927721807,0.0002270786409992331,10.0,20.0,0 deg
