Energy,Value,Error,Lower energy,Upper energy,Angle
0.01 - 0.1,3.916151949144629e-08,0.010060570299976056,0.01,0.1,66.8 deg
0.1 - 1,2.2787576519820575e-07,0.004336445376618649,0.1,1.0,66.8 deg
1 - 3.5,6.611270614063193e-07,0.00371563788825617,1.0,3.5,66.8 deg
3.5 - 10,5.520309264550368e-07,0.005059198168539164,3.5,10.0,66.8 deg
10 - 20,7.125358343389912e-07,0.006340376298378039,10.0,20.0,66.8 deg
