Value,Error,Energy,Angle
4.476876498388259e-06,0.039220353863865534,0.01 - 0.1,0 deg
0.00020334849571536224,0.005161603469151135,0.1 - 1,0 deg
0.000275657800108919,0.0036818708658688144,1 - 3.5,0 deg
0.00012545542369016665,0.007622603034685414,3.5 - 10,0 deg
0.0065766772617596335,0.0006587937739404143,10 - 20,0 deg
