Cells,Value,Error
16016.0,133.92,0.0119
16017.0,143.18,0.0135
16018.0,120.126,0.017
16019.0,72.9911,0.0211
16020.0,126.272,0.0125
16021.0,131.795,0.0133
16022.0,108.386,0.0159
16023.0,64.6232,0.0196
16024.0,120.038,0.011
16025.0,125.097,0.0127
16026.0,102.852,0.0151
16027.0,60.6203,0.0196
16028.0,117.255,0.0109
16029.0,122.551,0.0128
16030.0,99.7888,0.0153
16031.0,58.3164,0.0193
16032.0,115.656,0.0103
16033.0,123.121,0.0131
16034.0,97.2762,0.0152
16035.0,58.6318,0.0197
16036.0,116.315,0.0112
16037.0,120.581,0.0128
16038.0,96.6416,0.0148
16039.0,59.2627,0.0205
16040.0,116.595,0.0109
16041.0,123.761,0.0133
16042.0,101.09,0.0163
16043.0,59.529,0.0193
16044.0,119.274,0.0116
16045.0,128.05,0.0134
16046.0,103.079,0.0156
16047.0,62.1482,0.0201
16048.0,121.543,0.0118
16049.0,133.331,0.0137
16050.0,107.706,0.0161
16051.0,66.7631,0.0214
16052.0,130.508,0.0127
16053.0,136.785,0.0134
16054.0,117.334,0.0163
16055.0,71.8154,0.0212
16056.0,139.098,0.0136
16057.0,157.86,0.0147
16058.0,133.586,0.0167
16059.0,82.8752,0.0215
16060.0,158.262,0.0147
16061.0,191.075,0.0156
16062.0,160.335,0.0174
16063.0,98.2263,0.0221
