Time,Value,Error
6.26952,0.0,0.0
6.30888,0.0,0.0
6.34824,0.0,0.0
6.3876,0.0,0.0
6.42696,0.0,0.0
6.46632,0.0,0.0
6.50568,0.0,0.0
6.54504,0.0,0.0
6.5844,0.0,0.0
6.62376,0.0,0.0
6.66312,2.34317e-17,0.5932
6.70248,1.39008e-13,0.0486
6.74184,1.3602e-11,0.0052
6.7812,3.0114e-10,0.0021
6.82056,6.47017e-10,0.0012
6.85992,3.77576e-10,0.0029
6.89928,2.14167e-10,0.0044
6.93864,1.62632e-10,0.006
6.978,1.27316e-10,0.0094
7.01736,1.0401e-10,0.0077
7.05672,8.65814e-11,0.0068
7.09608,7.01984e-11,0.0096
7.13544,5.78766e-11,0.0089
7.1748,5.20213e-11,0.0487
7.21416,4.34419e-11,0.0123
7.25352,3.79497e-11,0.0141
7.29288,3.23624e-11,0.0126
7.33224,2.9857e-11,0.0195
7.3716,2.6778e-11,0.0216
7.41096,2.43609e-11,0.0249
7.45032,2.1062e-11,0.0255
7.48968,2.11382e-11,0.0318
7.52904,2.02216e-11,0.0337
7.5684,1.89808e-11,0.0413
7.60776,1.82141e-11,0.0378
7.80456,9.41268e-11,0.0268
8.00136,9.96696e-11,0.0339
8.19816,1.01649e-10,0.0329
8.39496,1.02845e-10,0.0288
8.59176,8.92576e-11,0.0292
8.78856,7.93159e-11,0.026
8.98536,7.23616e-11,0.0273
9.18216,6.60907e-11,0.0294
9.37896,5.9146e-11,0.0249
9.57576,5.41889e-11,0.0222
9.77256,5.22289e-11,0.0206
9.96936,5.39791e-11,0.0345
10.1662,5.62453e-11,0.0314
10.363,5.41737e-11,0.0247
10.5598,5.3371e-11,0.0236
10.7566,5.35033e-11,0.0242
10.9534,5.30274e-11,0.023
11.1502,5.25344e-11,0.0199
11.347,5.51136e-11,0.021
11.5438,5.37664e-11,0.0181
11.7406,5.629e-11,0.0201
11.9374,5.831e-11,0.0191
12.1342,5.92287e-11,0.0215
12.331,5.90282e-11,0.0176
12.5278,5.85789e-11,0.0161
12.7246,6.1848e-11,0.0186
12.9214,6.42531e-11,0.0158
13.1182,6.44585e-11,0.0151
13.315,6.92332e-11,0.0145
13.5118,6.89578e-11,0.0124
13.7086,7.50572e-11,0.0184
13.9054,7.77388e-11,0.0184
14.1022,7.75165e-11,0.0185
14.299,7.80679e-11,0.0177
14.4958,8.04347e-11,0.0145
14.6926,8.41938e-11,0.0164
14.8894,8.62014e-11,0.0147
15.0862,8.85289e-11,0.0185
15.283,8.81421e-11,0.0117
15.4798,9.07499e-11,0.0115
15.6766,9.49913e-11,0.0127
15.8734,9.99146e-11,0.0115
16.0702,1.07997e-10,0.0112
16.267,1.13487e-10,0.0112
16.4638,1.16059e-10,0.01
16.6606,1.18597e-10,0.0098
16.8574,1.22662e-10,0.0113
17.0542,1.24198e-10,0.0113
17.251,1.23569e-10,0.0097
17.4478,1.26837e-10,0.0116
17.6446,1.29274e-10,0.0115
17.8414,1.3449e-10,0.0091
18.0382,1.42136e-10,0.0158
18.235,1.46233e-10,0.0108
18.4318,1.53252e-10,0.0124
18.6286,1.54295e-10,0.0091
18.8254,1.57939e-10,0.0107
19.0222,1.58202e-10,0.0098
19.219,1.56736e-10,0.0084
19.4158,1.52594e-10,0.0081
19.6126,1.49763e-10,0.0084
19.8094,1.48347e-10,0.008
20.0062,1.46646e-10,0.0083
20.203,1.45573e-10,0.0096
20.3998,1.39797e-10,0.0082
20.5966,1.40593e-10,0.0084
20.7934,1.40327e-10,0.0101
20.9902,1.36432e-10,0.0085
21.187,1.34206e-10,0.013
21.3838,1.34494e-10,0.0107
21.5806,1.32455e-10,0.0115
21.7774,1.32975e-10,0.0108
21.9742,1.35806e-10,0.0113
22.171,1.37045e-10,0.0103
22.3678,1.38483e-10,0.008
22.5646,1.37559e-10,0.0087
22.7614,1.39316e-10,0.0089
22.9582,1.39844e-10,0.0115
23.155,1.34935e-10,0.0087
23.3518,1.33067e-10,0.0104
23.5486,1.25647e-10,0.0085
23.7454,1.20125e-10,0.0083
23.9422,1.14393e-10,0.0088
24.139,1.10379e-10,0.0122
24.3358,1.02346e-10,0.0089
24.5326,9.78638e-11,0.0096
24.7294,9.44432e-11,0.0103
24.9262,8.808e-11,0.0112
25.123,8.60965e-11,0.0125
25.3198,7.9547e-11,0.0106
25.5166,7.46222e-11,0.0112
25.7134,6.97379e-11,0.013
25.9102,6.56634e-11,0.0125
26.107,5.89821e-11,0.0121
26.3038,5.48277e-11,0.0135
26.5006,5.03832e-11,0.0157
26.6974,4.80149e-11,0.0215
26.8942,4.35289e-11,0.0183
27.091,4.03373e-11,0.0201
27.2878,3.73084e-11,0.023
27.4846,3.42276e-11,0.0341
total,1.23197e-08,0.0016
