Cells,Value,Error
510,0.0000847,0.03
511,0.0000141,0.03
512,0.00000351,0.035
513,0.00000103,0.035
514,0.000000331,0.04
515,6.61e-08,0.045
516,0.000000028,0.055
517,0.00000001,0.07
518,3.67e-09,0.08
519,1.30e-09,0.105
520,4.50e-10,0.12
