Cells,Value,Error
510,0.000215,3.5
511,0.0000597,4
512,0.0000189,4.5
513,0.00000659,4.5
514,0.0000023,5
515,0.000000606,6
516,0.00000023,6
517,8.87e-08,8.5
518,3.34e-08,9
519,1.61e-08,10
520,0.000000007,12
521,2.51e-09,15
