Cells,Value,Error
510,0.000333,4
511,0.0000548,4.5
512,0.0000134,4.5
513,0.0000038,4.5
514,0.00000121,4.5
515,0.000000269,6
516,0.000000104,6
517,3.64e-08,6
518,1.21e-08,7
519,4.51e-09,8
520,1.44e-09,9
521,5.10e-10,10
522,2.27e-10,15
523,1.44e-10,15
