Cor A,Value,Error
830.0,4.68351e-10,0.000476116
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,2.21988e-08,0.000291663
856.07,6.17961e-08,0.000382362
859.33,4.46682e-08,0.000424261
862.59,3.20316e-08,0.000438208
865.85,2.56326e-08,0.00045146
869.11,2.07397e-08,0.000484417
872.37,1.67603e-08,0.000526103
875.63,1.35287e-08,0.00057529
878.88,1.08971e-08,0.000631481
882.14,8.77638e-09,0.000694849
885.4,7.1054e-09,0.000767208
888.66,5.81413e-09,0.000853312
891.92,4.90263e-09,0.000976755
895.18,1.96755e-09,0.00119113
898.44,7.31472e-11,0.00133776
901.7,6.57843e-11,0.00133291
904.96,5.93861e-11,0.00133571
908.22,5.38521e-11,0.00134325
911.47,4.89152e-11,0.00135197
914.73,4.45636e-11,0.00136214
917.99,4.06674e-11,0.00137275
921.25,3.38652e-11,0.00140488
924.51,3.04104e-11,0.00142247
927.77,2.83427e-11,0.00142662
931.03,2.64406e-11,0.00143192
934.29,2.46847e-11,0.00144097
937.55,2.30428e-11,0.0014474
940.81,2.15371e-11,0.00145474
944.06,2.01361e-11,0.00146553
947.32,5.03689e-11,0.00146532
950.58,8.98241e-11,0.00147637
953.84,5.78256e-11,0.00152081
957.1,1.88995e-10,0.00123322
960.36,1.14494e-10,0.00138125
963.62,5.88371e-11,0.00168027
966.88,3.29937e-11,0.00202393
970.14,1.98676e-11,0.00235838
973.39,1.30659e-11,0.00265835
976.65,8.64131e-12,0.00291908
979.91,5.68611e-12,0.00314404
983.17,3.80969e-12,0.00333553
986.43,2.58796e-12,0.00349911
989.69,1.74168e-12,0.00364013
992.95,8.87634e-13,0.00379782
996.21,6.46571e-13,0.00386884
999.47,4.63837e-13,0.00394213
1002.73,3.64217e-13,0.00400726
1005.98,2.58183e-13,0.00409034
1009.24,1.67529e-13,0.00418699
1012.5,1.0788e-13,0.00428234
1015.76,5.85071e-14,0.00439516
1019.02,4.21017e-14,0.00444643
1022.28,2.96176e-14,0.00450618
1025.54,3.29736e-14,0.00454391
1028.8,1.76732e-14,0.0046684
1032.06,1.1102e-14,0.00475481
1035.32,8.60273e-15,0.00481678
1038.57,7.58583e-15,0.00487189
1041.83,3.65204e-15,0.00498821
1045.09,3.08903e-15,0.00502647
1048.35,2.40539e-15,0.00508636
1051.61,1.96252e-15,0.00514611
1054.87,8.55869e-16,0.00525188
1058.13,5.47986e-16,0.00530222
1061.39,3.47646e-16,0.00535349
1064.65,2.38267e-16,0.00538864
1067.91,1.62464e-16,0.00542565
1071.16,1.10589e-16,0.00546332
1074.42,7.54684e-17,0.0055028
1077.68,5.77963e-17,0.00553189
1080.94,1.20215e-17,0.00582664
1084.2,6.94105e-18,0.00587215
