Cor A,Value,Error
830.0,9.79655e-10,0.000412738
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,6.24197e-08,0.000482569
856.07,1.91267e-08,0.000557709
859.33,1.18764e-08,0.000617483
862.59,6.77019e-09,0.000644889
865.85,5.09999e-09,0.000643834
869.11,4.25101e-09,0.00066968
872.37,3.55463e-09,0.00070455
875.63,2.97946e-09,0.000743941
878.88,2.50709e-09,0.000787466
882.14,2.11687e-09,0.000836081
885.4,1.79521e-09,0.000884815
888.66,1.53415e-09,0.000940872
891.92,1.32337e-09,0.000997289
895.18,1.29226e-09,0.000991134
898.44,1.21165e-09,0.000969208
901.7,1.06265e-09,0.000973982
904.96,9.37277e-10,0.00098607
908.22,8.2914e-10,0.0010023
911.47,7.36808e-10,0.00102276
914.73,6.57678e-10,0.00104503
917.99,5.90242e-10,0.00107236
921.25,4.38096e-10,0.00110135
924.51,3.74516e-10,0.00111993
927.77,3.47398e-10,0.00113752
931.03,3.23064e-10,0.00115635
934.29,3.01401e-10,0.00117767
937.55,2.81842e-10,0.00120103
940.81,2.64223e-10,0.00122197
944.06,2.48631e-10,0.00124571
947.32,6.14366e-10,0.00118601
950.58,1.24487e-09,0.00115535
953.84,1.37693e-09,0.00120555
957.1,9.98868e-10,0.00125841
960.36,9.39954e-10,0.00118123
963.62,7.19989e-10,0.00116618
966.88,4.82566e-10,0.00116547
970.14,3.09644e-10,0.00117423
973.39,1.8281e-10,0.00119068
976.65,1.16895e-10,0.00121043
979.91,8.13634e-11,0.00123369
983.17,5.71922e-11,0.00126006
986.43,4.05513e-11,0.00128846
989.69,3.07151e-11,0.00131892
992.95,3.08124e-11,0.00135649
996.21,1.81298e-11,0.00140959
999.47,1.08751e-11,0.00147151
1002.73,5.84019e-12,0.00153626
1005.98,3.5217e-12,0.00159685
1009.24,2.42552e-12,0.00165716
1012.5,1.68705e-12,0.00171974
1015.76,1.42595e-12,0.00179189
1019.02,8.8886e-13,0.00187671
1022.28,5.59629e-13,0.00197179
1025.54,9.24926e-14,0.00202036
1028.8,1.95991e-13,0.002072
1032.06,1.95369e-13,0.00209885
1035.32,1.20999e-13,0.00211897
1038.57,3.64873e-14,0.00212137
1041.83,7.81526e-14,0.00215079
1045.09,4.48038e-14,0.0021709
1048.35,2.82884e-14,0.00217841
1051.61,1.21391e-14,0.00217022
1054.87,3.26836e-14,0.00217847
1058.13,2.07561e-14,0.00218692
1061.39,1.30352e-14,0.00222477
1064.65,7.75512e-15,0.00228861
1067.91,4.65838e-15,0.00237108
1071.16,2.81677e-15,0.0024666
1074.42,1.70728e-15,0.00256668
1077.68,9.55001e-16,0.00262706
1080.94,7.86474e-16,0.00262053
1084.2,3.53977e-16,0.00260457
