Cor A,Value,Error
830.0,2.93648e-13,0.000705619
833.26,0.0,0.0
836.52,0.0,0.0
839.78,0.0,0.0
843.04,0.0,0.0
846.29,0.0,0.0
849.55,0.0,0.0
852.81,1.95014e-13,0.000349521
856.07,2.19075e-09,0.000833683
859.33,4.6253e-09,0.000645925
862.59,2.87535e-09,0.000623947
865.85,2.38126e-09,0.000581594
869.11,2.05269e-09,0.000594016
872.37,1.74592e-09,0.00062921
875.63,1.46775e-09,0.000677859
878.88,1.22328e-09,0.000738485
882.14,1.01625e-09,0.000810172
885.4,8.47998e-10,0.000894611
888.66,7.17078e-10,0.00100262
891.92,6.31867e-10,0.00118379
895.18,2.60094e-10,0.00153784
898.44,1.34389e-15,0.00162247
901.7,1.18677e-15,0.00160501
904.96,1.05231e-15,0.00160734
908.22,9.38285e-16,0.00162455
911.47,8.36652e-16,0.00164184
914.73,7.48878e-16,0.00166771
917.99,6.71111e-16,0.00169487
921.25,5.676e-16,0.00180823
924.51,5.08176e-16,0.00186416
927.77,4.66547e-16,0.00188184
931.03,4.28738e-16,0.00190383
934.29,3.94397e-16,0.00193466
937.55,3.62783e-16,0.00196356
940.81,3.33793e-16,0.00199276
944.06,3.07506e-16,0.00202901
947.32,7.54461e-16,0.0020534
950.58,1.27088e-15,0.00211875
953.84,7.5137e-16,0.00234064
957.1,2.3587e-16,0.00262055
960.36,1.22912e-16,0.00284724
963.62,8.23884e-17,0.00306836
966.88,5.5101e-17,0.0032552
970.14,3.70325e-17,0.0034123
973.39,2.25024e-17,0.00353635
976.65,1.49813e-17,0.0036253
979.91,1.10805e-17,0.00370654
983.17,8.18743e-18,0.00378625
986.43,6.04452e-18,0.00386084
989.69,4.7853e-18,0.00393953
992.95,5.51579e-18,0.00401923
996.21,3.50017e-18,0.00410551
999.47,2.21865e-18,0.00418659
1002.73,1.19771e-18,0.00426642
1005.98,7.39855e-19,0.00432274
1009.24,5.39462e-19,0.00437452
1012.5,3.94718e-19,0.00443551
1015.76,3.54442e-19,0.00450867
1019.02,2.2447e-19,0.00458712
1022.28,1.42037e-19,0.00466258
1025.54,7.61573e-21,0.00484093
1028.8,4.01696e-20,0.00477815
1032.06,4.00867e-20,0.00486792
1035.32,2.25202e-20,0.00495477
1038.57,3.9718e-21,0.00501417
1041.83,1.4851e-20,0.0050347
1045.09,7.15796e-21,0.00512278
1048.35,3.73174e-21,0.00520867
1051.61,1.0642e-21,0.00524754
1054.87,5.17769e-21,0.00527474
1058.13,3.66823e-21,0.00531316
1061.39,2.5266e-21,0.00535464
1064.65,1.61663e-21,0.00540388
1067.91,1.03379e-21,0.00545781
1071.16,6.61068e-22,0.00551321
1074.42,4.22382e-22,0.00556993
1077.68,2.46727e-22,0.00563467
1080.94,2.60441e-22,0.00566333
1084.2,1.49631e-22,0.00570323
