Value,Error,Energy
0.2967978080530343,0.0032189029292898214,0.1 - 1
1.21103500487659,0.006813850476939981,1 - 3.5
0.3621767550430906,0.010382802604150716,3.5 - 10
0.0010961168779368353,0.06540314572252703,10 - 20
