Value,Error,Energy
0.40748418685941423,0.0033781727774827267,0.1 - 1
2.2800322211284074,0.005397672015546135,1 - 3.5
0.50327077058182,0.013758151819683009,3.5 - 10
0.0009297043372167014,0.07308528433394545,10 - 20
