Time,Value,Error
6.26952,0.0,0.0
6.30888,0.0,0.0
6.34824,0.0,0.0
6.3876,0.0,0.0
6.42696,0.0,0.0
6.46632,0.0,0.0
6.50568,0.0,0.0
6.54504,0.0,0.0
6.5844,0.0,0.0
6.62376,0.0,0.0
6.66312,3.72333e-17,0.2926
6.70248,1.5196e-13,0.0433
6.74184,1.39752e-11,0.0052
6.7812,3.02055e-10,0.0019
6.82056,6.49974e-10,0.0014
6.85992,3.78854e-10,0.0029
6.89928,2.17203e-10,0.0051
6.93864,1.61353e-10,0.0063
6.978,1.2773e-10,0.0098
7.01736,1.03892e-10,0.0074
7.05672,8.69998e-11,0.0067
7.09608,7.14495e-11,0.0108
7.13544,5.76023e-11,0.0088
7.1748,4.95683e-11,0.0096
7.21416,4.46678e-11,0.0197
7.25352,3.77114e-11,0.0114
7.29288,3.29709e-11,0.0167
7.33224,2.97283e-11,0.0164
7.3716,2.73693e-11,0.0251
7.41096,2.43817e-11,0.0231
7.45032,2.19064e-11,0.0236
7.48968,2.02656e-11,0.0469
7.52904,2.00477e-11,0.0332
7.5684,1.90999e-11,0.0358
7.60776,1.90837e-11,0.0485
7.80456,9.36851e-11,0.0243
8.00136,9.51761e-11,0.0355
8.19816,9.89389e-11,0.0309
8.39496,1.01739e-10,0.0264
8.59176,1.26205e-10,0.2755
8.78856,7.76092e-11,0.0219
8.98536,7.52592e-11,0.0232
9.18216,6.80119e-11,0.0315
9.37896,6.30744e-11,0.0262
9.57576,5.95148e-11,0.0206
9.77256,5.92913e-11,0.0272
9.96936,5.75775e-11,0.0216
10.1662,5.91893e-11,0.0253
10.363,5.6123e-11,0.0205
10.5598,5.7639e-11,0.0263
10.7566,5.56219e-11,0.019
10.9534,5.83769e-11,0.0198
11.1502,5.84724e-11,0.0168
11.347,6.09438e-11,0.0183
11.5438,5.9451e-11,0.0162
11.7406,6.35244e-11,0.022
11.9374,6.30687e-11,0.0168
12.1342,6.5905e-11,0.0175
12.331,6.60462e-11,0.0236
12.5278,6.56686e-11,0.0178
12.7246,6.82144e-11,0.0181
12.9214,6.72628e-11,0.0152
13.1182,7.13533e-11,0.0181
13.315,7.34459e-11,0.0135
13.5118,7.6519e-11,0.0146
13.7086,7.88545e-11,0.013
13.9054,8.18638e-11,0.0171
14.1022,8.46123e-11,0.0216
14.299,8.43688e-11,0.0126
14.4958,8.70377e-11,0.0126
14.6926,9.02422e-11,0.0116
14.8894,9.62596e-11,0.0144
15.0862,9.83187e-11,0.015
15.283,1.00719e-10,0.0124
15.4798,1.03052e-10,0.0131
15.6766,1.06726e-10,0.0129
15.8734,1.09496e-10,0.0114
16.0702,1.1721e-10,0.0111
16.267,1.26795e-10,0.0128
16.4638,1.31456e-10,0.0118
16.6606,1.31791e-10,0.0091
16.8574,1.34759e-10,0.01
17.0542,1.35404e-10,0.0097
17.251,1.35127e-10,0.009
17.4478,1.40888e-10,0.0112
17.6446,1.437e-10,0.012
17.8414,1.45081e-10,0.0078
18.0382,1.50312e-10,0.0084
18.235,1.57946e-10,0.0092
18.4318,1.61964e-10,0.0082
18.6286,1.67077e-10,0.009
18.8254,1.66934e-10,0.0074
19.0222,1.7126e-10,0.0089
19.219,1.6794e-10,0.0084
19.4158,1.66135e-10,0.0077
19.6126,1.61256e-10,0.009
19.8094,1.57892e-10,0.0078
20.0062,1.58138e-10,0.0081
20.203,1.54639e-10,0.0086
20.3998,1.52868e-10,0.0088
20.5966,1.51875e-10,0.0092
20.7934,1.51219e-10,0.0089
20.9902,1.46347e-10,0.0078
21.187,1.46307e-10,0.0077
21.3838,1.43024e-10,0.0077
21.5806,1.43771e-10,0.009
21.7774,1.41598e-10,0.0083
21.9742,1.43234e-10,0.0097
22.171,1.43078e-10,0.0073
22.3678,1.47239e-10,0.009
22.5646,1.48785e-10,0.0081
22.7614,1.45682e-10,0.0068
22.9582,1.44828e-10,0.0078
23.155,1.44262e-10,0.0092
23.3518,1.40585e-10,0.0084
23.5486,1.35062e-10,0.0083
23.7454,1.28054e-10,0.0081
23.9422,1.23365e-10,0.0091
24.139,1.17235e-10,0.0094
24.3358,1.11913e-10,0.0093
24.5326,1.05967e-10,0.0087
24.7294,1.00919e-10,0.009
24.9262,9.50873e-11,0.0096
25.123,9.04713e-11,0.0095
25.3198,8.46852e-11,0.0098
25.5166,7.98713e-11,0.0111
25.7134,7.44072e-11,0.011
25.9102,7.0521e-11,0.0132
26.107,6.58808e-11,0.0125
26.3038,5.92752e-11,0.0124
26.5006,5.52086e-11,0.0144
26.6974,5.11565e-11,0.0133
26.8942,4.6527e-11,0.0153
27.091,4.31984e-11,0.0186
27.2878,4.06068e-11,0.0201
27.4846,3.72288e-11,0.0203
total,1.30975e-08,0.003
