Time,Value,Error,Energy
0.0008130099999999999,0.0010171534814999998,0.0029004439006097733,0.01 - 0.03
0.00020168999999999997,0.0013789152467999998,0.0020044784914958307,0.03 - 0.06
8.054999999999999e-05,0.0026588146455,0.0016570985205446459,0.06 - 0.1
4.118e-05,0.004336311329999999,0.001417216925415439,0.1 - 0.15
2.023e-05,0.004922818875,0.0013127746011033087,0.15 - 0.2
3.0239999999999995e-05,0.023098948470000002,0.0006328776353272688,0.2 - 0.4
6.660000000000001e-06,0.012704696549999998,0.0008166659588532721,0.4 - 0.5
6.450000000000001e-06,0.024711546599999995,0.0006643297401009773,0.5 - 0.7
5.450000000000001e-06,0.03630966885,0.0005501616588173763,0.7 - 1
1.9e-06,0.0196179867,0.0007598232289631315,1 - 1.2
2.15e-06,0.026729568449999998,0.0006444692042507549,1.2 - 1.5
2.25e-06,0.034816409549999996,0.0005916001794825561,1.5 - 2
9.9e-07,0.017131959000000002,0.0008846856405627554,2 - 2.5
9.000000000000001e-07,0.016013035349999996,0.0009425145419011785,2.5 - 3
1.06e-06,0.02006148105,0.0009252198509654387,3 - 4
3.4220000000000004e-06,0.02422985877,0.0009835968605467925,4 - 7
5.1750000000000004e-06,0.013569334155,0.001422471868790757,7 - 10
1.6513e-05,0.7893096885063001,0.0001520021477871327,10 - 20
