Time,Value,Error
6.2767,0.0,0.0
6.31605,0.0,0.0
6.3554,0.0,0.0
6.39475,0.0,0.0
6.4341,0.0,0.0
6.47345,0.0,0.0
6.5128,0.0,0.0
6.55215,0.0,0.0
6.5915,0.0,0.0
6.63085,0.0,0.0
6.6702,5.78388818297322e-15,0.3523
6.70955,6.4226937738246876e-12,0.072
6.7489,9.192858958068668e-10,0.0077
6.78825,9.094231257941603e-09,0.0032
6.8276,1.862800508259181e-08,0.0032
6.86695,1.2467623888183045e-08,0.0051
6.9063,6.761550190597244e-09,0.0124
6.94565,4.244472681067369e-09,0.015
6.985,3.09085133418038e-09,0.0165
7.02435,2.5297712833545255e-09,0.0219
7.0637,2.0969428208386397e-09,0.017
7.10305,1.7459212198221193e-09,0.0299
7.1424,1.4525336721727836e-09,0.0197
7.18175,1.3672350698856496e-09,0.0691
7.2211,1.052648030495559e-09,0.0208
7.26045,9.588640406607425e-10,0.0427
7.2998,8.423862770012564e-10,0.0372
7.33915,7.031918678526089e-10,0.0268
7.3785,7.351486658195721e-10,0.0654
7.41785,5.974434561626464e-10,0.0391
7.4572,5.533722998729259e-10,0.0446
7.49655,5.101448538754794e-10,0.0579
7.5359,5.210978398983512e-10,0.0811
7.57525,5.07395171537487e-10,0.0978
7.6146,5.03013977128327e-10,0.0896
7.81135,4.6097382465057233e-10,0.0543
8.0081,5.245590851334163e-10,0.0689
8.20485,5.900736975857695e-10,0.0723
8.4016,5.60762388818298e-10,0.0539
8.59835,5.088081321473958e-10,0.0493
8.7951,4.3057433290978456e-10,0.0504
8.99185,4.213235069885647e-10,0.0503
9.1886,3.8613418043202077e-10,0.0501
9.38535,3.6113138500635046e-10,0.0513
9.5821,3.752675984752228e-10,0.0904
9.77885,3.4027649301143624e-10,0.0524
9.9756,2.9898449809402834e-10,0.0691
10.1723,3.1530198271479433e-10,0.0636
10.3691,2.89315040650407e-10,0.0359
10.5659,2.9370426829268347e-10,0.0318
10.7626,2.8500508388408507e-10,0.0357
10.9593,3.072694458566346e-10,0.0398
11.1561,2.980005081300818e-10,0.0356
11.3529,3.2781961382113885e-10,0.0529
11.5496,3.1692984239959344e-10,0.0318
11.7463,3.2459888154550097e-10,0.0321
11.9431,3.5774136178861854e-10,0.0686
12.1399,3.583561991869893e-10,0.0374
12.3366,3.3808388408744305e-10,0.036
12.5333,3.3290493136756504e-10,0.0304
12.7301,3.7103607723577307e-10,0.0357
12.9269,3.543074186991877e-10,0.0317
13.1236,3.7541687849517053e-10,0.0314
13.3204,4.042764227642284e-10,0.029
13.5171,4.091260803253689e-10,0.0285
13.7138,4.0652262328418574e-10,0.0269
13.9106,4.381056910569114e-10,0.041
14.1073,4.294077275038132e-10,0.024
14.3041,4.542601626016269e-10,0.029
14.5009,4.604700203252041e-10,0.0254
14.6976,4.913970513472297e-10,0.0296
14.8944,4.912474593495944e-10,0.0281
15.0911,5.443518047788464e-10,0.0545
15.2879,5.308587398373994e-10,0.0474
15.4846,5.540010167768179e-10,0.0321
15.6813,5.780071174377228e-10,0.0385
15.8781,5.854928861788628e-10,0.0274
16.0749,6.193953252032531e-10,0.037
16.2716,6.217590238942556e-10,0.017
16.4683,6.537163192679211e-10,0.0174
16.6651,6.909400406504077e-10,0.0204
16.8619,6.8866361788618e-10,0.0179
17.0586,6.988612099644133e-10,0.0179
17.2553,7.006659888154555e-10,0.0269
17.4521,7.222154471544598e-10,0.025
17.6489,7.383790650406516e-10,0.0178
17.8456,7.875749872902903e-10,0.0251
18.0423,7.583324860193192e-10,0.0144
18.2391,8.261280487804892e-10,0.0205
18.4359,8.519308943089446e-10,0.021
18.6326,8.607422470767671e-10,0.0162
18.8293,8.722623284189126e-10,0.0204
19.0261,8.719563008130097e-10,0.0158
19.2229,8.380233739837414e-10,0.0138
19.4196,8.623385866802242e-10,0.0181
19.6163,8.555871886121002e-10,0.0191
19.8131,8.133892276422778e-10,0.0185
20.0099,8.248780487804893e-10,0.0169
20.2066,8.041128622267272e-10,0.0181
20.4033,7.838688357905446e-10,0.0204
20.6001,8.033079268292698e-10,0.0259
20.7969,7.655386178861802e-10,0.0152
20.9936,7.746009150991363e-10,0.0215
21.1903,7.40752414844942e-10,0.0225
21.3871,7.438770325203265e-10,0.0197
21.5839,7.364329268292697e-10,0.0192
21.7806,7.49501779359431e-10,0.025
21.9773,7.310421962379263e-10,0.0185
22.1741,7.47865853658538e-10,0.0172
22.3709,7.569308943089445e-10,0.0161
22.5676,7.768124046771738e-10,0.0184
22.7643,8.392221657346217e-10,0.0945
22.9611,7.693445121951233e-10,0.0236
23.1578,7.558820538891581e-10,0.0205
23.3546,7.009756097560987e-10,0.0226
23.5513,7.228012201321815e-10,0.0335
23.7481,6.480132113821149e-10,0.0155
23.9449,6.262550813008141e-10,0.0167
24.1416,6.219217081850538e-10,0.0218
24.3383,5.712963904422983e-10,0.0243
24.5351,5.270833333333343e-10,0.0211
24.7318,5.006949669547538e-10,0.02
24.9286,4.720721544715455e-10,0.0192
25.1254,4.586600609756106e-10,0.0213
25.3221,4.35602948652771e-10,0.0243
25.5189,4.058561991869926e-10,0.0252
25.7156,4.204275546517542e-10,0.0517
25.9124,3.500121951219455e-10,0.0241
26.1091,3.0839654295882074e-10,0.0214
26.3058,3.069064565327912e-10,0.0281
26.5026,2.7527540650406557e-10,0.0265
26.6993,2.755826131164211e-10,0.0605
26.8961,2.383551829268297e-10,0.0299
27.0929,2.144974593495939e-10,0.0304
27.2896,2.0900915099135753e-10,0.0455
27.4863,1.8189679715302505e-10,0.0345
