Time,Value,Error
6.2767,0.0,0.0
6.31605,0.0,0.0
6.3554,0.0,0.0
6.39475,0.0,0.0
6.4341,0.0,0.0
6.47345,0.0,0.0
6.5128,0.0,0.0
6.55215,0.0,0.0
6.5915,0.0,0.0
6.63085,0.0,0.0
6.6702,5.78388818297322e-15,0.3523
6.70955,6.405921219822146e-12,0.0726
6.7489,9.225336721728135e-10,0.0078
6.78825,9.1119186785261e-09,0.0032
6.8276,1.6690241423125515e-08,0.0038
6.86695,8.677611181702719e-09,0.0065
6.9063,5.247674714104223e-09,0.0137
6.94565,3.771334180432042e-09,0.0117
6.985,2.8910546378652626e-09,0.0144
7.02435,2.3434129606099248e-09,0.0204
7.0637,1.9098576874205954e-09,0.0135
7.10305,1.6783151207115724e-09,0.0332
7.1424,1.3795959339262793e-09,0.0165
7.18175,1.3678881829733242e-09,0.0699
7.2211,1.0040127064803107e-09,0.0196
7.26045,9.216620076238935e-10,0.0414
7.2998,8.037509529860094e-10,0.0347
7.33915,6.843608640406647e-10,0.0268
7.3785,6.744930114358361e-10,0.0438
7.41785,5.699263024142345e-10,0.0347
7.4572,5.338831003811855e-10,0.0462
7.49655,5.007573062261782e-10,0.0616
7.5359,5.050216010165213e-10,0.0829
7.57525,4.706302414231286e-10,0.0914
7.6146,4.752833545107926e-10,0.09
7.81135,4.3516442185514667e-10,0.0583
8.0081,4.329570520965678e-10,0.0622
8.20485,5.10160101651843e-10,0.0731
8.4016,4.786744599745876e-10,0.0546
8.59835,4.4131130876747193e-10,0.0513
8.7951,3.906282083862775e-10,0.0557
8.99185,3.675329097839903e-10,0.052
9.1886,3.2098856416772593e-10,0.0483
9.38535,3.2166099110546125e-10,0.0641
9.5821,3.297484116899623e-10,0.0881
9.77885,3.067613722998733e-10,0.0541
9.9756,2.7218958068615026e-10,0.0731
10.1723,2.7805287239450957e-10,0.0703
10.3691,2.685706300813013e-10,0.0389
10.5659,2.5519461382113865e-10,0.0301
10.7626,2.750162684290775e-10,0.0437
10.9593,2.817346212506357e-10,0.0402
11.1561,2.8131199186991923e-10,0.0397
11.3529,2.987860772357729e-10,0.0554
11.5496,2.8755821047280137e-10,0.0327
11.7463,2.981062531774277e-10,0.0324
11.9431,3.0699593495935013e-10,0.0311
12.1399,3.2918140243902204e-10,0.0394
12.3366,3.1594661921708205e-10,0.0375
12.5333,3.162480935434674e-10,0.0331
12.7301,3.532825203252039e-10,0.0384
12.9269,3.286001016260168e-10,0.0329
13.1236,3.416014234875447e-10,0.0257
13.3204,3.771163617886186e-10,0.0295
13.5171,3.7918912048805307e-10,0.0297
13.7138,3.850635485510898e-10,0.0284
13.9106,4.1075813008130155e-10,0.0433
14.1073,3.9583579054397585e-10,0.025
14.3041,4.2581605691056986e-10,0.03
14.5009,4.276971544715455e-10,0.0264
14.6976,4.6220335536349803e-10,0.0298
14.8944,4.5998475609756185e-10,0.0291
15.0911,5.185663446873367e-10,0.0573
15.2879,5.076991869918709e-10,0.0529
15.4846,5.239095068632438e-10,0.0365
15.6813,5.408947635993903e-10,0.0408
15.8781,5.543343495934969e-10,0.0289
16.0749,5.863821138211392e-10,0.0386
16.2716,5.834722928317238e-10,0.0168
16.4683,6.273512963904427e-10,0.018
16.6651,6.516514227642289e-10,0.0209
16.8619,6.513668699187004e-10,0.0167
17.0586,6.697712252160655e-10,0.0194
17.2553,6.600610066090496e-10,0.0267
17.4521,6.80005081300802e-10,0.0245
17.6489,7.068445121951233e-10,0.0184
17.8456,7.421098118962891e-10,0.0251
18.0423,7.186070157600412e-10,0.0144
18.2391,7.94065040650408e-10,0.0212
18.4359,8.185264227642291e-10,0.0215
18.6326,8.180528723945099e-10,0.0162
18.8293,8.340111845449929e-10,0.0206
19.0261,8.280487804878064e-10,0.015
19.2229,8.168800813008144e-10,0.0145
19.4196,8.298322318251149e-10,0.0186
19.6163,8.283477376715816e-10,0.0194
19.8131,7.853810975609771e-10,0.0189
20.0099,7.855436991869933e-10,0.0163
20.2066,7.704270462633318e-10,0.0181
20.4033,7.484697508896801e-10,0.0202
20.6001,7.478302845528469e-10,0.0198
20.7969,7.352489837398388e-10,0.015
20.9936,7.480325368581601e-10,0.022
21.1903,7.145602440264367e-10,0.023
21.3871,7.123983739837411e-10,0.019
21.5839,7.129623983739849e-10,0.019
21.7806,7.2536858159634e-10,0.0256
21.9773,7.01647178444332e-10,0.0181
22.1741,7.204979674796761e-10,0.0168
22.3709,7.339227642276437e-10,0.0162
22.5676,7.563701067615664e-10,0.0176
22.7643,8.265073716319273e-10,0.0962
22.9611,7.558282520325218e-10,0.0241
23.1578,7.438942552109682e-10,0.0209
23.3546,6.870223577235785e-10,0.023
23.5513,7.189323843416374e-10,0.034
23.7481,6.430792682926842e-10,0.0161
23.9449,6.169359756097572e-10,0.017
24.1416,6.138840874428067e-10,0.0222
24.3383,5.625419420437218e-10,0.0244
24.5351,5.236534552845538e-10,0.0213
24.7318,4.928739196746318e-10,0.0184
24.9286,4.639120934959358e-10,0.0193
25.1254,4.523114837398382e-10,0.0202
25.3221,4.228312150482972e-10,0.024
25.5189,3.9980538617886256e-10,0.0254
25.7156,4.1387595322826665e-10,0.0525
25.9124,3.4406249999999444e-10,0.0242
26.1091,3.041148957803764e-10,0.0216
26.3058,3.020518556176921e-10,0.0284
26.5026,2.711783536585371e-10,0.0265
26.6993,2.776034570411796e-10,0.0605
26.8961,2.372378048780492e-10,0.0302
27.0929,2.1626016260162641e-10,0.0328
27.2896,2.097859684799188e-10,0.0455
27.4863,1.7877681748856138e-10,0.0343
